Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,HCar,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,tNAA,Glx,tCho,tCr
3.49497337663987e-06,5.92479213956317e-05,0,0.000318428831947365,0.254559267297982,0.000811895694220539,0.336272906377679,0.353300022289329,1.21638233267291,0.126548289916343,4.99268735058535e-08,0.0134423510680899,0.0301965867927968,1.53386023639354,0.175403706818952,0.000205592155826952,2.49074182464981e-05,0.00660284924783442,6.03992529330548e-05,0.00148273173098258,0.248875950083492,0,0,0,0,0,0,1.74761877977555e-18,1.7092639432125,1.56968235496224,0.00101748785004749,2.49074182464981e-05
0,0.000355351925078914,0.000149312667168841,0.000311578475328955,0.290729087783645,0.00337508259734146,0.310277656037055,0.273541904318633,1.3207495479556,0.145244798067055,1.01991697289329e-08,0.00432049816707056,0.0269391639723732,1.82099087942244,0.146781009780378,0.0825934263860084,0.004050260796227,0.00534239390379771,0.000150948951586864,0.00110863415191317,0.253067627656123,0,0,0,0,0,0,1.09834292534795e-18,1.96777188920282,1.59429145227424,0.0859685089833499,0.00419957346339584
1.79563510352535e-05,0.00437793329788824,0.00795480046065586,4.40242765948155e-05,0.288979305003623,0.00251935170964949,0.204111527888173,0.322592651966318,1.15665815585038,0.114941673815387,0.00236613787425378,0.00826930004046757,0.003713204390999,1.48288198572774,0.186432458220227,0.00171699121906957,0,0.0057074975867485,0.000113271112017512,0.00261574005271668,0.261566958835184,0,0,0,0.00654443327187805,5.12870122273812e-18,1.17086752496208e-18,0,1.66931444394797,1.4792508078167,0.00423634292871906,0.00795480046065586
0.000107394704094544,0.0121096357167804,4.61395350914113e-05,0.00394173644513468,0.245483063048087,0.00131444349754011,0.28743342573211,0.367234318139733,1.30231005199358,0.0898519928775967,1.91233476230549e-08,0.0055913450769387,0.0221811155734721,1.48243602793959,0.159778542521781,0.0237198084944393,0,0.00198640602327291,0.000223358691087478,0.00255163049769477,0.22516267486813,0,0,0,0,1.40853771091509e-18,2.44651437226004e-18,3.38563099195422e-18,1.64221457046137,1.66954437013331,0.0250342519919794,4.61395350914113e-05
0.00580208378967538,0,0.000104285983671342,0.026235414563785,0.253180482970512,0,0.407451411802787,0.460696642218383,1.13468237215198,0.237294603673472,0.0163120647843923,0.00350193843534768,0,1.79953519420957,0.213991201656889,0,0.0131724680760439,0.00143882201081301,6.36049691140991e-05,0.000226416192715925,0.290003225909513,0,0,0,0,8.7511105621779e-19,0,8.33404270576283e-19,2.01352639586646,1.59537901437036,0,0.0132767540597152
0.00257443720634036,0.000448336987009829,0.00387166513279936,0,0.280095681565939,0.0193383662574521,0.392763683270248,0.609814535822701,1.39503276094524,0.0472165016755526,3.07193984883954e-07,0.00671182503411946,0.0266966520786028,1.59584539108174,0.122700492639122,0.0237460119598215,0.0462395605245132,0.00247156091061948,0.00044001252393054,0.0283774538560614,0.320567448736441,0,0,0,0,0,0,0,1.71854588372087,2.00484729676795,0.0430843782172736,0.0501112256573126
0.0246145034308865,2.75321316213878e-06,0,9.22935139714202e-05,0.24255117980089,0.000121748324956805,0.401862375569442,0.495678616556793,1.33401593033987,0.084265014541043,1.601778187041e-07,0.0126271322989145,0.0313829416772837,1.45492773344998,0.099629526597533,0,0,0.00249379212947819,5.84462742873172e-05,0.0177743679990109,0.235097218910095,0.00324734304711819,0,0,0.00715849384030067,8.63303852768983e-18,4.36709731548879e-18,1.28318662206458e-17,1.55455726004751,1.82969454689666,0.000121748324956805,0
0.00144478343864653,0.000120224490903494,0.000138994159068692,0,0.265218419964785,0.00535523871760743,0.333348538931746,0.489649292536412,1.65592154176602,0.0554810704168704,3.45975896279606e-09,0.00526161285738122,0.0638939775396743,1.7432775710576,0.0670054467045992,0.00378617689501535,0.000106535599612012,0.00133510313155569,0.000388444588696006,0.00265859143011213,0.279350652811285,0,0,0,0,1.27359820438147e-18,0,0,1.8102830177622,2.14557083430244,0.00914141561262278,0.000245529758680704
0.001879637166594,0,2.02113745007338e-05,0.026282896842461,0.273053912372075,0.0277254984340644,0.424048565463906,0.529613604087316,1.45369205845021,0.0420389678723741,2.87540960946958e-10,0.000872548634113035,0.0390258831317767,1.51432555083935,0.112503076132907,0.0259090008201556,0.000151761604275936,0.0032452112632502,0.0331226930332162,0.00381853956292331,0.283888266532464,0.00698695023532003,0,0,0,4.47469471412956e-18,2.22918798554007e-18,0,1.62682862697225,1.98330566253753,0.05363449925422,0.00017197297877667
0.00152777000564073,0,0,0,0.240099034794543,0.00245042340441647,0.333951118489685,0.474690611668997,1.25103369165626,0.0735415099534442,5.29476936063595e-08,0.00441188115563176,0.0668499172326184,1.47468112773856,0.0916500540867516,0.00160550975564648,5.95672847612151e-05,0.00355494969629947,0.000346646045323792,0.00533514025544976,0.259475351694882,0,0,0,0,1.71082317911137e-18,0,1.99768164174376e-18,1.56633118182531,1.72572430332526,0.00405593316006295,5.95672847612151e-05
