Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,tNAA,Glx,tCho,tCr
0,0.00518380043998766,0,0.0110739877971904,0.180313840309489,0.0015886297420057,0.266136052029019,0.155020480994066,1.41320574216503,1.49699499832177e-09,0.00609386718589573,0,1.52737308659058,0.172112147430608,0.00153693544862216,0,0,0,0.000372187646518999,0.308490327599872,0.00222155212336251,0.00869952651084675,0,0.0174704266922841,0,0,1.02186543110442e-17,1.69948523402119,1.56822622315909,0.00312556519062786,0
0,0.00244880790649063,0.00234492708381498,3.54746267139022e-05,0.145327798082839,0.0037108195932831,0.320707589775451,0.145489012305527,1.40416475730296,6.70278133703719e-10,0.0104390902112448,0,1.76369983525711,0.0883229915397188,0.0149396890217638,0,0,0,0,0.303393341050139,0.00308325516729874,0.00476632007503258,0.00579692951498945,0.0044268015763921,7.38885347015658e-18,0,2.49751348186495e-18,1.85202282679683,1.54965376960849,0.0186505086150469,0.00234492708381498
0,0.00397128585972374,0,0,0.156570919546016,0.00264792512118715,0.171084280686584,0.177161976652668,1.12068032463938,2.51673021778495e-08,0.00367906708892632,0.0569330245181421,1.4540143817924,0.160605586577998,0.00249322623733698,0,0,0,0,0.224318884264595,0,0,0,0,0,0,0,1.6146199683704,1.29784230129205,0.00514115135852414,0
1.16718073244769e-06,0.00935084307324112,0,0,0.152180969853575,0.00156093313757227,0.274368529400734,0.206079599947552,1.38323170293994,2.05802400751238e-10,0.00526644324098897,0,1.46954426555239,0.130209017522539,0.00142529201704459,0,0,0,0,0.291144736812761,0,0,0,0,4.62492736717492e-18,0,7.49495941531585e-19,1.59975328307493,1.58931130288749,0.00298622515461686,0
0,0,0.0145776218328007,0.000186608334546409,0.212476736618029,0.0188021677714667,0.337393868432031,0.325387924392189,1.45802768538402,0.00911530153222624,0.00540858392390987,0,1.81609153140827,0.132767055463134,0.000782099249349055,0,0,0,0,0.29132336548176,0,0,0,0.000247633955921663,1.81557803765842e-18,6.96232545028417e-18,0,1.9488585868714,1.78341560977621,0.0195842670208157,0.0145776218328007
0.001039696233092,0.00270493266489553,0,0.000185189407847963,0.264762059048696,0.001191470333553,0.262982207355304,0.361265599891776,1.75873995120638,0.0282368578404381,0.00647167285242864,0.0001641117368333,1.62074215967086,0.147083991461996,0.0530069883537312,0,0,0,0.000313699430238678,0.294978852667348,0,0,0,0,1.09785105603006e-17,0,1.07125413370496e-18,1.76782615113285,2.12000555109815,0.0541984586872842,0
0.0353921707793883,0.00662042164675004,0,0.000387472582696122,0.249248892452831,0.000553919222993238,0.259983363575092,0.273832202955211,1.67735268014738,4.39024062981278e-09,0.0040728729014773,0.0124436654514686,1.56476078748004,0.123918943604301,0.000871653838255669,0,0,0,0.0123765882849709,0.285051515152439,0,0,0,0,1.75830533170229e-17,0,0,1.68867973108434,1.95118488310259,0.00142557306124891,0
0.000418983039215475,0.013488096109935,0.0583494353065211,0,0.316415943455738,0.00452015153177655,0.217187569983507,0.25792611830848,1.86433732959334,4.54408815095509e-08,0.00385808477846421,0.0385289831815959,1.63332166598768,0.185484814992901,0.00447793687111741,0,0,0,0,0.296185301503529,0,0,0,0,0,0,4.98756292122961e-17,1.81880648098058,2.12226344790182,0.00899808840289396,0.0583494353065211
0.00187636789181113,0.00411203628139074,0,0,0.181461901632134,0.0024313330827923,0.272064961794508,0.168993915958735,1.66234366477716,8.452106024326e-09,0,0.0154125893493943,1.58099688851591,0.132290621348895,0.0026296076611213,0,0,0,0,0.301749591080821,0,0,0,0.0158699296849559,0,0,4.47162451032556e-17,1.7132875098648,1.8313375807359,0.0050609407439136,0
1.35095691379619e-05,0.0045065684935438,0,0,0.162684318647852,0.00318397480166979,0.221558491997558,0.23773019122411,1.26827916496453,0.00125621878700593,0.0033121776192396,0.0102472761571821,1.41835385142408,0.0910272159104495,0.0456032714026597,0,0,0,0,0.31462066168246,0.000303411749189782,0,0.00321935533769622,0,7.87778871346001e-18,0,0,1.50938106733453,1.50600935618864,0.0487872462043295,0
0.000440724017189094,0.0632629451316497,1.0549758982811e-05,0,0.189041195770186,0.00400203378061827,0.241141397455813,0.163419867345773,1.34101532656706,0.0144536917986024,0.00131738502484781,0.0547342065942069,1.30158133185405,0.0687325722945882,0.00408305795184478,0.0215068630371997,0,0,0,0.259865875201739,0,0,0,0,1.13115472204042e-17,0,0,1.37031390414864,1.50443519391283,0.00808509173246305,0.0215174127961825
0.124238495178658,0.00723069929118888,0,1.17922388824718e-06,0.224836859750573,0.00465722788070941,0.231033479233079,0.240914208463271,1.51503917933487,3.66274394645593e-08,0.0061434630173487,0.0457465795989759,1.67279116198202,0.141762144818883,0.0804903223842243,0,0,0,0,0.326351391832891,0,0,0,0,2.03105234680571e-17,2.09860744708259e-18,6.15700347094799e-18,1.8145533068009,1.75595338779814,0.0851475502649337,0
0.00356659758442246,0.0161861795325828,0,9.04962314138629e-05,0.414250569701751,0.00283962681503565,0.241941895353395,0.317096629167709,1.93697276397574,3.37483121197576e-08,0.0020417658187608,0.237942778756504,1.63856281089657,0.175421356454394,0.00347123198564915,0,0,8.4634498532741e-05,0.0026610926197784,0.345781226727312,0.0178696068391194,0.0128203317227099,0.0031964343928198,0.0316707715529657,8.00557252592521e-17,0,0,1.81398416735096,2.25406939314345,0.0063108588006848,0
0.000268519475183256,0.00443640922046694,0,0.0322333056605608,0.257961557886358,0.0410347972985727,0.212938260259668,0.17802108789286,1.3269389262825,0.0201781733085088,0.00286246641988971,0.132213321795919,1.24004605864847,0.141970302170966,0.00995739168138383,0,0,0,0,0.278989214424693,0,0,0,0,1.77517073990582e-19,8.88743166900533e-18,7.15157967566724e-19,1.38201636081944,1.50496001417536,0.0509921889799565,0
0,0.00239584399975068,0.00601947833003024,0.000109062262328387,0.13408850113125,0.00295571684973242,0.25790338110184,0.244889256337383,1.17543950535546,0.0198737472889145,0.00594334300653315,0.0643430108246779,1.51268265617463,0.111615122558064,0.00304996960309589,0.00977746540756489,0,0,0,0.254505102030383,0,0.0105324780964059,0.0287375804583291,0.00672643647613064,0,0,0,1.62429777873269,1.42032876169284,0.00600568645282832,0.0157969437375951
0.00104651420966198,0.0069191362937645,0,0,0.132894153857452,0.00375604990383525,0.276578140097312,0.202407798168918,1.21661478388951,3.06959765339993e-08,0.00447058017751605,0,1.49751344914505,0.129744834556235,0.00377972319752446,0,0,0,0,0.256565686122296,0,0,0,0,0,0,0,1.62725828370129,1.41902258205842,0.00753577310135972,0
0,0.00307489486654701,0,0,0.163037336850234,0.00405650396838738,0.228458341600864,0.198527189737,1.19968204371759,1.20129001201267e-11,0.00814632629148607,0,1.40044395346683,0.195497363752082,0.015628809685978,0,0,0,0,0.26887569121202,0,0,0,0,0,0,3.26282895238581e-18,1.59594131721891,1.3982092334546,0.0196853136543654,0
0,0.0090919713119573,0,0,0.14533329087157,0.00299024382304885,0.233629162949434,0.129661521822905,1.29553180861551,1.80690623749345e-08,0.00416468389190807,0.00679225299086914,1.60674430940079,0.17863754411755,0.00212640367365433,0,0,0,0,0.28139314474519,0,0,0,0,0,3.93135770406222e-18,0,1.78538185351834,1.42519333043842,0.00511664749670318,0
0,0.00414801358552655,0,0.0224016329107434,0.137764835729278,0.00313606119234149,0.249633377297821,0.210397410361272,1.06515548925188,5.11133997356311e-11,0.00518622573886921,0,1.57048526588643,0.168273631989118,0.00279631554870139,0,0,0,0,0.235421979622172,0,0,0,0,2.29728345268333e-18,1.92331355777959e-19,9.53474718059464e-19,1.73875889787555,1.27555289961315,0.00593237674104288,0
0,0.00350831559412468,0,0.000166087012660759,0.146635143925716,0.00201378618837927,0.239807539767,0.194300570078748,1.16620125285941,0.0187824956006853,0.00592686901586638,0,1.53881853889442,0.185162159275248,0.00167891291061121,0,0,0,0,0.219186701538171,0,0,0,0,0,0,7.53916077278283e-19,1.72398069816967,1.36050182293816,0.00369269909899048,0
0,0.00161364566807107,0,1.4312869259018e-05,0.11431925699569,0.00215264994323174,0.273315064424661,0.241754026107906,1.10868132065889,0.0218863572187089,0.00774433104991827,0.0162612409502358,1.55819929278993,0.127585554039902,0.00148711464405016,0,0,0,0,0.274953320187558,0,0,0,0,0,1.98095766564934e-18,0,1.68578484682983,1.3504353467668,0.0036397645872819,0
0,0.00750067807591332,0,0,0.104959875201601,0.0268215336892604,0.193079280721173,0.192773422630614,0.999890437997813,1.12737211668232e-07,0.00520838537194124,0.00152923625445949,1.31145270331911,0.190310672201037,0.00124363129112424,0,0,0.00307869458677536,0,0.249062803404577,0,0,0,0,0,0,2.24436392745239e-18,1.50176337552014,1.19266386062843,0.0280651649803846,0
0,0.0066317239722463,0,0,0.150744624486939,0.00253301308879295,0.233596389107298,0.245149680261923,1.16964183486626,1.39483891748778e-08,0.0127295703553875,0.020090777278592,1.34266934231327,0.105127974626481,0.0140336662427867,0,0,2.42688643526066e-06,0.00186576160003675,0.212648753543263,0.00311423331251063,0,0.00222385997225415,0,0,0,0,1.44779731693975,1.41479151512818,0.0165666793315797,0
0,0.00672221432661784,0,0.000322545528876182,0.130294137312398,0.00176530920025082,0.27250365889443,0.169062715970061,1.14222493501107,2.14259684494205e-09,0.00975320208183655,0.0983785001985479,1.24457262351824,0.187086916883371,0.0020463481011037,0,0,0.000255755274246452,0.00136087725433024,0.237758764585721,0,0.000441007849947702,0,0.000320875224833104,1.02155077385277e-17,0,0,1.43165954040162,1.31128765098113,0.00381165730135453,0
0.0043967939287324,0.00443756269413052,0,0.000580596816244925,0.0967387854441204,0.00299914199705139,0.218676799741437,0.168058928042474,1.21691867991782,2.13624520050418e-09,0.00592772470058013,0,1.42937762559455,0.091456720440851,0.00280606623893218,0.00639089864018157,0,0,0,0.257957599661552,0,0,0,0,0,0,0,1.5208343460354,1.38497760796029,0.00580520823598358,0.00639089864018157
0,0.00187894363970276,0,0.000203343317694473,0.103566907402267,0.00176624381317595,0.251228393054027,0.163385047687812,1.23994526334534,1.95640276525855e-10,0.00777995015614897,0.00924747119658232,1.39696928745429,0.110998794654156,0.00203553206871291,0,0,0,0,0.223993505322392,0.00834921060190398,0.00589051525309605,0.00330217912837792,0,3.10742790018572e-18,4.09186141012947e-18,5.73369558694751e-19,1.50796808210844,1.40333031103315,0.00380177588188885,0
8.17170998865242e-05,0.000844481266712166,0.0206837557893831,0.000216646631248081,0.129852096054233,0.00106959147248283,0.182011484025453,0.157720510695651,0.996083444626997,2.92303189557001e-08,0.000501644005617986,0.0410031241957997,1.38229422535674,0.127699091544456,0.000320603334705707,0,0,0,0,0.221054269301671,0.00752198145774964,0,0,0,4.85016032167696e-18,8.88107980609651e-19,3.2578679813041e-18,1.5099933169012,1.15380395532265,0.00139019480718854,0.0206837557893831
2.02619718632512e-05,0.000996714635896603,0,0.000417577440552953,0.13209616639079,0.000858734990035972,0.24138674651267,0.12240207867263,1.03399638000749,0,0.00658872258105859,0,1.50123122346403,0.167411332495625,0.000991226312929074,0,0,2.31814265976778e-05,1.34708952798764e-05,0.252843129072514,0,0,0,0,0,0,0,1.66864255595966,1.15639845868012,0.00184996130296505,0
0,0.00374881182654099,9.44456096592804e-06,0,0.130854974377829,0.00378091350304667,0.2301061273764,0.18701581241179,1.11642934274956,1.29008886652012e-08,0.0056562493838452,0,1.25825942486681,0.152226419806801,0.00415193278173094,0,0,0,0,0.246274081254923,0,0,0,0,0,0,0,1.41048584467361,1.30344515516135,0.0079328462847776,9.44456096592804e-06
4.27001678808392e-05,0.00540458431890671,0,0,0.171341432031205,4.21639830560051e-06,0.208630413363031,0.238091660871873,1.1588153844318,7.64106503142028e-08,0.00554725258544531,0.0827320718021587,1.3219124372086,0.120798596128235,0.000356148668529076,0,0,8.82765557623499e-05,4.05808347011711e-05,0.235313260800427,0,0,0,0,0,3.65026598267224e-17,0,1.44271103333684,1.39690704530367,0.000360365066834677,0
0,0.00559155542338589,0,0.000182330991659314,0.132816142084613,0.000891623943234773,0.289940946761743,0.186335004737428,1.37378958108544,9.21729498262809e-09,0.00454947815004788,0.0391335694298312,1.5696513406224,0.0830436665259444,0.00145108225351688,0,0,0.00453797258317559,0,0.255387732358053,0.00313318432250493,0.00262347963005568,0.00109319922650834,0.0030532173470896,1.60169755543197e-17,0,0,1.65269500714834,1.56012458582287,0.00234270619675165,0
0,0.00287630650640629,0,0.00155263109821136,0.237869435609629,0.000184266173203422,0.315461273636748,0.256788122808249,1.30601802219272,6.19696123785475e-12,0.00871813702233477,0,1.5995678303119,0.136864929807929,0.00214935299119132,0,0,0,7.76377416414113e-07,0.225120565407468,0.00113225819867703,0,0.000880975472858998,0,0,0,5.69700364653918e-18,1.73643276011983,1.56280614500097,0.00233361916439474,0
0.0294089298517825,0.00887141438845317,0,0.000214212813017806,0.218247152529628,0,0.315591728313334,0.19654562547273,1.31156055900006,0.0202150988063969,0.00555349688679345,0,1.58149983125735,0.0747238317655485,0.000838679891130121,0,0,4.22918187130682e-05,2.24911515817839e-05,0.29838669768245,0,0.00349084766361779,0.00368962702841576,0.00284460424692185,1.70144776843712e-18,2.00525825151366e-18,4.26805035262736e-18,1.6562236630229,1.50810618447279,0.000838679891130121,0
0,0.0180357946521194,0,0.000567844274209139,0.20287632603753,0,0.332366648195524,0.294865924796471,1.26317859359231,0.00253347591167777,0.0233024156207214,0,1.38408499902687,0.103605588454809,0,0,2.71730359290599e-07,0.00191552240959364,2.92470763046347e-05,0.222503186168048,0,0,0,0,0,0,1.26374139660199e-17,1.48769058748168,1.55804451838878,0,0
1.49809522060466e-05,0.00369397773610026,0,0.00048427097240944,0.247118244381194,0,0.264796776724986,0.180325446249303,1.33545396747284,5.72834670149294e-08,0.0050972627942825,0,1.61421707877655,0.168953266963705,0.00106178533763325,0,0,0,0,0.238431841401987,0,0,0,0.0159985449791831,0,0,3.70241208304457e-17,1.78317034574026,1.51577941372214,0.00106178533763325,0
0,0.00198528633627435,0.0104037981003481,0.000443827321075208,0.126042331099846,0.000416015330272347,0.252184618447321,0.173810714645684,1.0421660922165,0,0.0210195915367023,0,1.47289461308878,0.113490580640234,0.00187921352887238,0,0,7.60523270131291e-06,0,0.192870206601357,0,0,0,0,2.90396452888774e-19,0,1.41186834633331e-18,1.58638519372901,1.21597680686218,0.00229522885914473,0.0104037981003481
0,0.00443164093178396,0.0101281783025142,0.000519813628534865,0.103539587969954,0,0.245087673638159,0.224534294593238,1.0631100507128,0,0.00643407010963386,0,1.53088801630108,0.089236282088779,0.000178721268426109,0,0,3.74144366562324e-06,0,0.188377983780523,0,0,0,0,2.78325018746642e-16,7.53504720841813e-17,0,1.62012429838986,1.28764434530604,0.000178721268426109,0.0101281783025142
0,0.00635642157918607,0,0.010802637366628,0.181400958548316,0,0.310066444226889,0.22929021035438,1.26326182812237,1.18211251221305e-07,0.00768207776625143,0.00233381353379043,1.55211444305157,0,0.000532513348305553,0,0,6.85155005376292e-05,2.96107520239292e-06,0.208205912732764,0.000752616402749546,0.00179600084781908,0.000976229808117183,0.00420706016846457,7.17454783620683e-18,0,0,1.55211444305157,1.49255203847675,0.000532513348305553,0
0,0.0028648499802781,0,0.00903586938189428,0.222287669114352,0,0.264888078011008,0.123342210138307,1.08459929938452,0,0.00853601891129932,0.00207166899284152,1.53534356433361,0.0746673494539416,0.00756473788835832,0,0,0.000126741491626142,2.19842750420185e-06,0.18139784935251,0,0,0,0,2.34673078770885e-17,2.85630383909744e-18,0,1.61001091378756,1.20794150952283,0.00756473788835832,0
0,0.0065020410344606,0,0.000494656240621334,0.252183005738725,0.00420757520434484,0.333373302634623,0.16625764022617,1.45442414939422,0.0111652842027827,0.0066869904950901,0,1.55369413042941,0.0824975353688147,0.00179541347542241,0,0.0298370813896164,8.90862373507228e-06,9.56337555887395e-05,0.23721828467433,0,0,0,0,0,0,4.39865290156139e-18,1.63619166579823,1.62068178962039,0.00600298867976725,0
0,0.00495900446034338,0,0.00633772947488076,0.185623205853348,0,0.248460817100625,0.0487370465259732,0.953004881091384,1.99915709039525e-08,0.00815716379652907,0.00240920786527493,1.40820184535641,0.125873033926933,0.00101933499891155,0,0,0,0,0.180358133053891,0,0,0,0,0,7.61574363781653e-20,2.13660828423884e-18,1.53407487928334,1.00174192761736,0.00101933499891155,0
0,0.00438407996743141,0,0.000509319261085252,0.0406888623203071,0.015750911190622,0.266542527486521,0.289786252638718,1.05324492293353,0,0.0217781572460997,0.0039390078111761,1.62697762114524,0.112190954517503,0.000464691808795329,0,0,0,0,0.207914826900243,0,0,0,0,1.66446280779655e-18,0,4.54223844024063e-19,1.73916857566275,1.34303117557225,0.0162156029994173,0
3.54089684614674e-06,0,0,0.000131294032323308,0.0976816017951919,0.00237636720179676,0.167375857477049,0.118549831972121,0.803121697850286,0.0231103268222211,0.00391524573876595,0.0513963619686822,1.31978976790513,0.148938819818717,0.0023215173365111,0,0.00175070320089535,0,0,0.178182529098322,0,0,0,0,1.72718438454918e-18,0,4.79174353074683e-19,1.46872858772384,0.921671529822407,0.00469788453830786,0
0,0,0,5.8159514915302e-05,0.113663238178248,0.0014722603012923,0.212203691916073,0.143204838591835,0.792320645116445,2.8692241179709e-08,0.00341470197733911,0.0322627056081004,1.26545508624741,0.0775538140804216,0.00153627317338426,0,0,0,0,0.194523252703821,0.000146782922045048,0,0.000122052776473746,0,0,6.39902085961243e-18,0,1.34300890032783,0.93552548370828,0.00300853347467657,0
0,0,0,0.000116984786729464,0.0707256446343582,0.0589125928865225,0.193581669426092,0.155768398740464,0.667447650337179,5.43700357499219e-11,0.0424629659084988,0.0363384547242097,1.25626490282,0.0859238748695183,0.0135915939535698,0,0,0.00635421278478299,0,0.18138132274817,0.00935930768342211,0.0231513873249044,0,0,9.8097085704676e-19,1.35836740830151e-17,0,1.34218877768952,0.823216049077643,0.0725041868400923,0
5.98649756114942e-06,0,0,7.69767447275441e-05,0.117169597424172,0.00191358084012453,0.195137963040966,0.125594684907868,0.838309479645107,0,0.00393295980836681,0,1.33501556594296,0.130871457127862,0.0017126377709922,0,0,0,0,0.181837397156114,0,0,0,0,0,0,0,1.46588702307083,0.963904164552975,0.00362621861111673,0
0,0,0,0.000180159263065107,0.110714166677904,0.000850196742354429,0.181378293776881,0.148128813329044,0.677645345852878,2.12755341821224e-08,0.00364790000574306,0.0236015785436895,1.16609988940658,0.106669970295757,0.00124982105405972,0,0,0,0,0.197993040839693,0.00759925722547264,0.002642899131916,0.00458045879700681,0.00176319214708315,6.09692706976044e-18,3.03251844346682e-18,0,1.27276985970233,0.825774159181922,0.00210001779641415,0
0,0,0.0103443767382553,0.0509415023852591,0.0819925301177807,0.00207600115745574,0.175295274167646,0.111879250760329,0.714551967899515,3.2664165990555e-08,0.00331707369789283,0,1.29832534687851,0.089717133702798,0.00198180813756474,0.0316830654611071,0,0.0328123702942212,0.0752741914915172,0.195377560555209,0,0,0,0,1.12336233632747e-17,0,6.64754764692624e-18,1.3880424805813,0.826431218659844,0.00405780929502048,0.0420274421993624
0,0,0,0.00017173325949387,0.126474231988642,0.00170507111612247,0.185779457336369,0.156327838917599,0.722526915765919,7.71084462369567e-09,0.00370148570628896,0,1.24685537813027,0.148360582379534,0.00226294817130526,0,0,0,0,0.177381035109406,0,0,0,0,4.79503045910159e-18,0,0,1.39521596050981,0.878854754683517,0.00396801928742773,0
0,0,0,0.000127646740054519,0.1353137543186,0.00225061038988404,0.233309413405915,0.169746770404827,1.14199585745814,0.0193878785790764,0.00523491630569395,0.00653477677597275,1.48843574927065,0.120256355916629,0.0023431171127678,0,0,0,0,0.275907316829941,0,0.0089290002707737,0.00393728628418948,0.0113544474622933,0,0,0,1.60869210518728,1.31174262786296,0.00459372750265183,0
0,0,0,0.00013007023906247,0.119965431787924,0.00257275759164404,0.223374207668428,0.07912520800415,1.13267312499262,6.38001120962383e-12,0.00482721248959844,0.020561367888063,1.44393125721021,0.207965091505353,0.00262985857827221,0,0,0,0,0.293236548801533,0.000260394119765626,0.00106726747472571,0.000607248885235631,0.000624227654521213,3.53195914617381e-18,1.51078427259395e-18,6.25317017340827e-19,1.65189634871556,1.21179833299677,0.00520261616991625,0
0.000182545605370504,0,0,1.34545371989002e-05,0.118108647575337,0.0259177412374593,0.195567402480482,0.244487940149981,1.2114341766645,0.00820999779567135,0.00413234440207115,0.0466787341594762,1.50753252813972,0.152781670884992,0.00260479448551656,0.00244422876239145,0,0,0,0.317952296626188,0,0,0,0,0,1.20194940676836e-17,2.94984178838474e-17,1.66031419902471,1.45592211681448,0.0285225357229759,0.00244422876239145
0,0.00481680368541463,0,0.000196042567007725,0.086438631888881,0.00142315826630322,0.236444518024962,0.199652066151041,1.05433887506872,5.60676530070676e-08,0.00372932836684472,0,1.5884584223547,0.0926378251085966,0.0678803862695814,0,0,0,0,0.261132435288535,0,0,0,0,0,0,7.3391860525302e-18,1.68109624746329,1.25399094121976,0.0693035445358846,0
0,0.0006910143938588,0,0,0.13604698915112,0.0107571930083859,0.222624649723598,0.188162689505573,1.21565912378754,2.02318641638079e-09,0.00501150659699928,0.153383748371615,1.55918551199894,0.12839606853527,0.00961887897943153,0,0,0,0.000495551652442841,0.286543822915725,0.0168640941717889,0.000826072961130877,0.00291213153978636,0,0,0,3.56720668642366e-19,1.68758158053421,1.40382181329311,0.0203760719878174,0
1.50669714595462e-05,0,0,0.000223780490637523,0.135733939463858,0.00142153689582541,0.215939696832486,0.130933130282656,1.15967226276649,1.01213974508126e-09,0.00486235753501147,0,1.45232638793397,0.11557766954211,0.00146945893153165,0,0,0,0,0.274271083811302,0,0,0,0,3.20499551666084e-18,0,0,1.56790405747608,1.29060539304915,0.00289099582735706,0
