Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,tNAA,Glx,tCho,tCr
0.00139881726021049,0,0,0.00264915643430281,0.207926754749013,0.00528744602608027,0.224827307725848,0.696097593792433,0.79049854425257,3.77871737059566e-06,0.0863240101911995,0.0583820052439062,0.0629186367064042,0.210152327223753,0,0,0,0.000550876373443855,0,0.000768066780915905,0,0.00527291961521221,0,0.0108442067603422,3.1953862872784e-18,0,1.18101705551007e-17,0.273070963930157,1.486596138045,0.00528744602608027,0
0,0,0,0.0545992676890863,0.209820900107662,0.0170764084305268,0.247341843552617,0.52798821207623,0.79386681854265,9.32964714004307e-07,0.143758401685583,0.228254825348785,0.0772757134803417,0.14944719655402,0.000739840242669879,0,0,0.00366558228523823,0,0.000107912081850553,0,0,0,0,3.50541923557565e-18,3.78914304499806e-18,1.18017958152702e-17,0.226722910034362,1.32185503061888,0.0178162486731967,0
0,0,0,0.000766085516224164,0.193402004598843,0,0.23396731303598,0.416918018384859,0.627489434639947,5.37158735027399e-06,0.0538502940910941,0,0.0462597640890517,0.177850665124918,0,0.0447824639794811,0.0153026851907301,0.00113861009422569,0,1.36709094858643e-05,0,0,0,0,0,2.98838414525741e-18,1.68419218455835e-18,0.22411042921397,1.04440745302481,0,0.0447824639794811
0,0,0,0,0.174942633407797,0.0223283094801785,0,0.38998959029094,1.07599415050306,2.64054439638967e-07,0.155092275197216,0.258257496641917,0.0266596499419097,0.049233981587067,0.00921947306310747,0,0,0.0542674670987612,0,0,0,0,0,0,3.19316772036956e-18,0,0,0.0758936315289767,1.465983740794,0.031547782543286,0
0,0,0,0.000542090952026846,0.384894196932773,0,0.410630950818423,0.56963893596254,0.881365198062604,7.37663725210487e-07,0.0894757302250505,0,0.0270420535720541,0.206287764166696,0,0,0,0.0024192752212666,0,2.41338839380385e-05,0,0,0,0,0,2.64224901262511e-17,2.35936987798569e-17,0.23332981773875,1.45100413402514,0,0
0,0,0,0.00140767224889297,0.25505174676305,0.0181084680477975,0,0.652439654014106,0.928565098298364,0,0.142989342727437,0.28558330898239,0.0374264341809138,0.367770687086124,0.0240033335244114,0,0,0.00670936400587975,0,0.00222378156935661,0,0,0,0,0,0,6.57617405604582e-18,0.405197121267038,1.58100475231247,0.0421118015722089,0
0,0.0355544614483734,0,7.90246076178254e-05,0.227402632487325,0,0.333249903372787,0.765808559928729,0.589981702022812,5.41184912738445e-06,0.140470206728277,0,0,0.116777688101435,0,0,0,0,0,5.27032558892028e-05,0,0.0320534825317263,0,0,3.8597505375816e-18,0,5.54875361366401e-18,0.116777688101435,1.35579026195154,0,0
0.0147482527716455,0.0937092215242139,0,0,0.286628187541636,0.00635242068018224,0.00225098006557666,0.830669920880846,1.1997713256907,0,0.275642204337509,0.33273660227488,0,0.00256662509421428,0,0,0,0.0115447807410442,0,8.26588114607222e-06,0,0,0,0,0,0,5.62431020499146e-18,0.00256662509421428,2.03044124657155,0.00635242068018224,0
0,0.0574174649772107,0,0,0.227431817391239,0,0.207485872229985,0.962103863595593,0.545228784832984,0,0.0759623938078724,0.144009998832782,0,0,0,0,0,0.00182631862104134,0,6.28324050218382e-05,0,0,0,0,2.21067198855778e-19,4.83333838149533e-18,8.82051425952746e-18,0,1.50733264842858,0,0
0.00035569362188129,0.10801398876624,0,0,0.215436226326377,0,0.214230796035978,0.987885987021742,0.166106038836532,0,0.228585909317268,0.0490062835560416,0,0.00283970194780073,0,0,0,0.0109870171173,0.0593244887808445,4.26142974380472e-05,0,0,0,0,5.89900844601289e-18,8.5138304704025e-19,5.2006608134536e-18,0.00283970194780073,1.15399202585827,0,0
0,0.0325510353355144,0,0,0.22190751754979,0.0209966244297696,0.290910710148996,0.951400027104721,0.174663853851518,6.72203900113309e-06,0.202571930579842,0.0225381050918938,0,0.00297215227090051,1.11096997747439e-06,0,0,0.00563376205511543,0.00144068617065243,1.85576801877266e-06,0,0,0,0,0,7.71573779935332e-19,0,0.00297215227090051,1.12606388095624,0.020997735399747,0
0,0,0,0,0.212189181780208,0.0382919568795475,0.196163128148948,0.615496177659364,0.879367913463788,7.96582272274868e-06,0.169708196389738,0.0457434085501263,0.0791466902807104,0.271799181085543,0.0436236288364606,0,0,0.000386125776406495,0,0.00137919550883788,0,0,0,0.0184768712930374,0,2.99905159145059e-19,6.68322561443544e-18,0.350945871366254,1.49486409112315,0.0819155857160081,0
