Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,HCar,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,MM3co,tNAA,Glx,tCho,tCr,GABAplus
0,0.00425536301692412,3.3362108138235e-05,0.000775189955215597,0.137263038310811,0.000584818110316218,0.222823171807808,0.183580387720348,1.3049727159918,0.04981721242,0,0.00193391999284899,0.00714449169190813,1.5219626386633,0.188908604629766,0.00591608815452359,9.01100291831587e-05,0.0073658483937795,5.03628233770604e-06,0.00382711575034261,7.18265339375355e-05,0,0,0,0,5.50511045367342e-18,3.71015327941879e-18,2.84275995479517e-18,0.23842614207583,1.71087124329306,1.48855310371215,0.00650090626483981,0.000123472137321394,0.375689180386641
0,0.0144294203010562,0.000878292094091457,0.000802078769649981,0.167877769991325,0.00596920495989026,0.146347890381678,0.0256002382204473,1.58654359992958,0,1.41380614112321e-12,0.00724030045503292,0.0202412924176015,1.84083409124204,0.139864012755569,0.00458148589460492,0.00090263860063257,0.00888661326919299,0.000559518554748343,0.00386476910962493,0.000286061791283692,0,0,0,0.00848905186716937,2.31811265112846e-18,2.86671830259158e-18,7.6066281847816e-19,0.323710147330397,1.98069810399761,1.61214383815002,0.0105506908544952,0.00178093069472403,0.491587917321722
3.90315719828394e-05,0.00412997723429888,0.000293365704795671,0.00574893488953095,0.221662545213741,0.010269290327106,0.19640202119937,0.239335582200702,1.19626248293909,0.0576175709831299,3.37044376676121e-09,0,0,1.44220351867652,0.181731464257889,0,0.000235944820812056,0.00947974708162984,0,0.0120039518191573,0.0223772580799649,0.00787300611697681,0,0,0,0,1.58447039338235e-18,0,0.216464184329206,1.6239349829344,1.43559806513979,0.010269290327106,0.000529310525607726,0.438126729542947
7.96331954731848e-05,0.0143231932607829,0.000520752562896062,0,0.217998468818682,0.00046950891708529,0.295832022135157,0.31832217562818,1.31150469982933,0.0655532999465109,5.1267116192011e-08,0.0109528232861886,0.0127179632332715,1.50236721654158,0.151890845580882,0,0.000480383752179257,0.0138632777004434,3.64435096202353e-06,0.002139452457632,8.28768684521017e-05,0.00132913199176676,0.00461800360947638,0.00318735467938192,0,4.41675549998788e-20,2.40146305065596e-18,0,0.19404922380569,1.65425806212247,1.62982687545751,0.00046950891708529,0.00100113631507532,0.412047692624372
0,0.00485205764550164,0.000253712266196218,0.000731373378925662,0.177589585604231,0.000692020001140786,0.210601536292056,0.199405073596141,1.45463147914916,0.0429646353588393,0.00441442208228211,0.0466685670576819,0,1.78448856601914,0.174828281687455,0.000231939728738591,0.000296056148367454,0.00625857557325049,0.000300731952655505,0.00391763086846486,0.000392525419561386,0,0,0,0.0194414684695295,0,0,1.04658286043245e-19,0.264835464254881,1.95931684770659,1.6540365527453,0.000923959729879377,0.000549768414563672,0.442425049859112
0.00126756201340744,7.78262885389796e-05,0.0402155834936305,0,0.342706190541862,0,0.280344279248435,0.361288088653826,1.47446098119145,0.0659471241148673,5.30414660592757e-07,0.000956786901041479,0,1.61016676475765,0.131229557419469,0,0.0102821187587776,0.0223682524011983,0,0.00529772139917062,2.43347934388253e-05,0,0,0,0,3.91411552715163e-19,7.87156566232746e-19,0,0.179896443806324,1.74139632217712,1.83574906984527,0,0.0504977022524081,0.522602634348186
0.00600218164841371,0.00151502337966637,3.06591414283106e-05,0.00018989389951744,0.230205912854335,0,0.286401898498929,0.275990366717007,1.18138219107102,0.0748376458709107,3.29172868052811e-07,6.38727207658579e-06,0.000312771349874011,1.45825610256998,0.0709225262665157,0,0.00016506223884822,0.0134308215343401,0,0.0026838863867,1.17761772334481e-05,1.64066738300591e-05,0,2.03197948793949e-05,1.11274741235906e-05,0,1.31773278722401e-18,6.77303392398032e-19,0.165445781434171,1.52917862883649,1.45737255778803,0,0.00019572138027653,0.395651694288506
0.00105056685179926,0.0084137563881501,0.000546968054372206,0.0201110967928166,0.33470421958737,0,0.273616476067369,0.26545299466441,1.52680105772085,0.131679102236332,6.80824881475831e-07,0.0184368446434164,0.0132060756466457,1.65434876287224,0.13789495647062,0,0.000422467152196626,0.0105722337851211,0.0308579663353251,0.00146371274965936,0.0113342784999269,0,0,0,0,0,0,0,0.152862885110248,1.79224371934286,1.79225405238526,0,0.000969435206568832,0.487567104697618
0.000586442991224364,0.000117313426632946,0.000403724736293616,0,0.276235114590588,0,0.332405905964115,0.312890441745726,1.42807223752784,0.0922645468675439,3.14121400306607e-07,0,0.0114495395365319,1.49823539281421,0.11934861043763,0,0.021354437553517,0.0151436165113351,0,0.00390020550280664,6.91882209829623e-05,0,0,0.000293821830124861,0.00339147992992047,0,4.33949654168594e-19,0,0.16809871617155,1.61758400325184,1.74096267927357,0,0.0217581622898106,0.444333830762138
0.00108423098783325,0.00303063983892503,0.000500119046777771,0.0182774896830941,0.208419449233008,0,0.183985908140558,0.164416623694932,1.17507877454679,0.0764287912549453,1.17408929568353e-07,8.7947692501529e-05,0,1.36808283679027,0.109427059853983,0,0.000659581039484521,0.0104953821529008,7.52503945232956e-05,0.00749535826425262,5.08737608176321e-05,0,0,0,0,0,0,0,0.207336207061743,1.47750989664425,1.33949539824172,0,0.00115970008626229,0.415755656294751
0.000184406403445107,0.00256689449783308,0.00084893436472551,0.00943966993968552,0.234925343004356,0.0197061547092542,0.223730040382395,0.247124348988425,1.22654639558045,0.0721037348700264,2.23805359403523e-07,0,0.00891600114041176,1.25497030918118,0.0988102257569672,0,0.000779398624875225,0.00728198998186789,0,0.00385665121249876,0.0163675863632918,0,0,0.00189582744059833,0,0,0,2.65719424001063e-18,0.196191578293871,1.35378053493814,1.47367074456888,0.0197061547092542,0.00162833298960073,0.431116921298227
0.000133631559435672,0.00584901526638704,0.000691713686445274,0.0121406182235682,0.258413446133866,0,0.219709911115865,0.269795872644594,1.44095973247838,0.0747269533844647,0.02004822641898,0,0,1.64342744435445,0.176508272693552,0,0.000360887839634079,0.0099856676022559,0,0.00229585196124557,0.000244174068056811,0,0.00951387270290847,0.00888046265298528,0,2.57664424608319e-18,0,0,0.230256646996634,1.819935717048,1.71075560512298,0,0.00105260152607935,0.4886700931305
0.0013131708061074,0.00145627533870378,0.00032802698986921,0,0.318047387645014,0,0.329351138801638,0.35587916166035,1.16166482901703,0.176833297553676,1.30600807629999e-06,0.000551832250837434,0.0201139712763616,1.51929453788317,0.0911754247153868,0,0.000610340244093186,0.0126572538888624,0.0400599515200804,0.0121730577301075,6.85033115092586e-05,0,0,0.0462714933398219,0,2.47493842003988e-18,0,9.48399603950178e-19,0.136978743604732,1.61046996259855,1.51754399067738,0,0.000938367233962396,0.455026131249746
0.0118324657728787,0.00443951745189816,0.000118402978042432,0,0.244436254472146,0,0.21886351029445,0.192775887004272,1.14422277372509,0.0883936375347949,1.1245529395289e-07,0,0.00797524268270114,1.19732110019257,0.137022147491733,0,0.000268873103702396,0.00909126356450249,0,0.00162550704653337,8.16926533836934e-05,0.00389722846205946,0,0,0,0,0,0,0.14859171744137,1.3343432476843,1.33699866072937,0,0.000387276081744828,0.393027971913515
0,0.00278410340671665,0.000115800680568837,0.000750624428480373,0.164603242871275,0.00403130812308021,0.161693587389935,0.197895708317486,1.16183747039216,0.0178064734358825,0.00797176457896117,0.00174094990061425,0.0105897594958554,1.510627915962,0.131524389398755,0.00390133103729807,0.0385143215691063,0.00687919239714798,0.0104486932974477,0.00406780439582481,0.000333390567363793,0,0.0103432724391112,0.00625634831476025,0,0,3.95033555859787e-18,1.79833609424085e-18,0.265676631881488,1.64215230536075,1.35973317870965,0.00793263916037828,0.0386301222496751,0.430279874752763
0,0.00590518155862458,1.35010960769138e-05,0.000734053530279628,0.191734645774989,0.00181731236718634,0.27299333900284,0.277189274100706,1.24019090582124,0.0466406578575071,1.84128354698577e-08,0.0129864263313665,0.00422989418683809,1.54279699207889,0.146468103704959,0.00222407186751967,0.000930702911894399,0.00756449139455183,3.31110864008649e-06,0.00112342719960342,0.0094116343981714,0,0,0,0,1.16223134645953e-18,0,9.34449107613209e-20,0.273313165045889,1.68926509578385,1.51738017992195,0.00404138423470601,0.000944204007971313,0.465047810820878
0,0.00624175058887563,0.00702078286868283,0.00069253902084548,0.13585289166796,0.00260154488236231,0.162664694515067,0.183592021387547,1.23746217139874,0.0365669628636636,0.0085456608223051,0.010151821772798,0.00577546434992883,1.43335407941947,0.23894933593515,0.00214883012182042,0.000193063631341198,0.00720792672692077,0.000134787031683001,0.00320362610602453,0.000155486013542589,0,0,0.00226210843184357,0,0,0,9.53701129994822e-18,0.22885066077919,1.67230341535462,1.42105419278629,0.00475037500418273,0.00721384650002403,0.36470355244715
0,0.0086925323551286,0.000394327447740372,0.000533444246773764,0.155877359221247,0.00305064009070643,0.176455676513776,0.140307041557074,1.32264075964402,0.0161048201832331,0.0103312902485463,1.50715809715138e-05,0,1.67232165237647,0.18965116518233,0.00222515022531716,7.91862388660224e-05,0.00777530208882138,0.0194771183248888,0.00388206420096582,0.0128824205315295,0,0,0,9.48709527298652e-05,8.2642028236643e-21,0,2.25337233009437e-19,0.299711001233085,1.8619728175588,1.4629478012011,0.00527579031602359,0.000473513686606395,0.455588360454332
0,0.00820070375263436,0.000273420363979794,0.000709554439133818,0.107588346299104,0.00430038864592512,0.16573756562229,0.134769572677888,1.14925265744898,0.00952590125271704,1.07432253699551e-09,0.0206905159677771,0.0154037625869288,1.57654498066093,0.196735710997926,0.025615856990204,0.000289571698246949,0.00689482912325185,0.000214848505221401,0.0344437244695508,5.26969167373169e-05,0,0,0,0,0,0,9.81974374260689e-19,0.279358348972693,1.77328069165886,1.28402223012687,0.0299162456361291,0.000562992062226743,0.386946695271797
0.00767120502074988,0.0042898881517036,0.000202780193406001,0.000555336238799606,0.146414144823379,0.00168846054523466,0.190990979324859,0.235020685763606,1.10160920513293,0.0336570371872298,4.06599624551746e-08,0.00211497858965235,0.0129054746829871,1.46910584421085,0.200491283279906,0.00119036223047952,0.000207524538691575,0.00578203568273484,0.000115703828034199,0.00429561774692705,8.49365569813991e-05,0,0,0,0,0,1.7406887593953e-18,0,0.251326098557981,1.66959712749075,1.33662989089653,0.00287882277571418,0.000410304732097576,0.397740243381361
0,0.020023159955423,0.000261717609110008,0.000425504169218721,0.16338426891587,0.00129883390188222,0.210348060037546,0.26667439489844,1.15081466197807,0.0224215736092228,1.33030497025545e-09,0.00443070456963798,0,1.49780317729144,0.184680712980547,0.0230571019560553,0.00020109183272153,0.00894576500145892,0.00304040500995665,0.00308156207431418,0.00766362613358375,0,0.000112407325125867,0,0.000184685917757984,4.21716145168042e-18,1.03191496939339e-18,5.09847878853381e-19,0.286147514543651,1.68248389027199,1.41748905687651,0.0243559358579375,0.000462809441831538,0.44953178345952
0,0.0165328465357859,0.0297449703133915,0,0.0931735383431119,0,0.133135506287498,0.0933065751620323,1.14569275902197,0,0.0207501251791542,0.0238616203586652,0.0125345174215862,1.31385294345383,0.228783937120309,0.0152021935111124,0.001042096782285,0.00635806878177638,0.0148660290363746,0.000616152056286796,0.000102089279438981,0,0,0,0.00371217423503768,0,0,2.8190178509213e-18,0.272997041982728,1.54263688057414,1.238999334184,0.0152021935111124,0.0307870670956765,0.366170580325839
0,0.00595172636719735,0.00541310526718688,0.000573108936757952,0.147088245065457,0.00323261983435152,0.214279139163335,0.24039505156517,1.2642326032401,0,5.09314172233802e-09,0.00484274881394053,0.0128416811223215,1.34341727571871,0.118909221098553,0.00516950843848262,0.00283234464509778,0.00707841195126199,0.000134381768468038,0.00431641577806372,0.00024089559011176,0.00747361326354958,0.000615477966278714,0,0,1.11800627485986e-18,7.18043093663953e-19,1.61756007191165e-18,0.235007955093041,1.46232649681727,1.50462765480527,0.00840212827283413,0.00824544991228465,0.382096200158498
0.0048269973782626,0.0104918406538796,0.00310984906968509,0.00069883100160364,0.159272119060712,0.00494203290993107,0.194011802948876,0.16078014301042,1.21257019494176,0,5.04073343038216e-11,0.00521815839796964,0.0071930865528619,1.23329252995035,0.200363737215042,0.00205099936663959,0.000889486637102517,0.0368374674305672,0.00861545931443412,0.0126391607074402,0.000115163685448141,0,0,0,0.00144610880285187,0,0,0,0.228650954814516,1.43365626716539,1.37335033795218,0.00699303227657066,0.00399933570678761,0.387923073875228
0.000148990693182711,0.00802360993975671,0.000608996011869424,0.000179947231270465,0.154797654149831,0,0.169201969230028,0.170333613530196,1.23967488735295,0.0279346084253984,6.32540717700604e-09,0.00371079215300583,0.015736610447031,1.51099538125284,0.124277322311888,0,0.000557758912273395,0.00692110575503974,7.94125402426151e-05,0.0130892320505354,0.000110102510703931,0,0,0.0060366171561769,0,0,4.47305161845074e-16,0,0.255547832262316,1.63527270356472,1.41000850088314,0,0.00116675492414282,0.410345486412147
5.46268922365509e-05,0.00260683208402747,0.00570191587332483,0.00376221153179206,0.154126017244484,0,0.263886178239418,0.256565805343658,1.2109353009219,0.0124822519483868,0.00293688848087925,0.00558164460543301,0.0227534817886071,1.40234382887637,0.113348127694562,0,0.00782153642962438,0.0084174811416654,1.95704852550257e-05,0,5.50016804661827e-05,0,0.000704384318785326,0,0,4.08380555059648e-19,3.86566812564809e-19,0,0.242454418130834,1.51569195657094,1.46750110626556,0,0.0135234523029492,0.396580435375319
0.00153987280479299,0.00678915250169777,0.000663418391395845,0.000140930072083471,0.151418122326098,0,0.116957938788183,0.11461622907937,1.09097747228336,0.0151867756935988,7.95464093477077e-09,0,0.00844461480645028,1.41464318248493,0.162856115997672,0,0.000528769314245793,0.0125920558668702,4.32196968130069e-05,0.011234367477555,0.00135348893160188,0,0,0.00022958941695178,0,0,0,5.90991493891142e-19,0.251147507436824,1.5774992984826,1.20559370136273,0,0.00119218770564164,0.402565629762922
0.00140630202685315,0.00830939860220158,0.00388464879235511,0.0298470248696498,0.181728913451485,0,0.150844327295063,0,1.27512871056763,0,1.12881899582712e-07,0.00705559199944802,0.0128496239419324,1.54529767265847,0.222082164335736,0,2.02115807212775e-05,0.00724048747151117,0.0163422363572814,0.00774660564510572,0.000238005453548951,0,0,0,0,0,0,2.51206762914018e-18,0.236086984915902,1.76737983699421,1.27512871056763,0,0.00390486037307639,0.417815898367387
