Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,HCar,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,tNAA,Glx,tCho,tCr
0,0.00186854014503909,0,0.00053710314850089,0.163560086570284,0.0035933706234103,0.202545890044437,0.0653904522972719,1.21937891576289,0.0568862063164256,0.00903053090925937,0.012008207960814,0,1.40707084118587,0.154170370210657,0.00271812966168848,0,0,0.00351617191252496,0.0106898611658914,6.00572425463624e-05,0,0,0,0,1.15019574330355e-18,2.05142615948206e-18,0,1.56124121139652,1.28476936806017,0.00631150028509878,0
0,0.00119719142852304,0.000262117332580772,0.000266153526649594,0.151635055537919,0.006401260959043,0.292653297612433,0.0905846793923761,1.47111433358857,0.017130929347824,2.32805680614111e-08,0.00641449808316974,0.0143314940166478,1.71841139922538,0.0672392221607504,0.0171090245726652,0.00530569492618613,0.000253774733480488,4.93284376615938e-06,0,0.000432797456654026,0,0.00760077583560045,0.00301848124756605,0.00883520303285127,0,0,0,1.78565062138613,1.56169901298095,0.0235102855317082,0.0055678122587669
0,0.00138614864556778,0.00259209654584481,0.0023701111066798,0.197709212972068,0.00324509333854451,0.142238555725679,0.0236059685176018,1.10513172069163,0.0347287861843126,0.00504785096428367,0.00696253216519262,0,1.38238960899657,0.166569051628679,0.00242273676164583,0.00583086525818575,0,0.000100846197074454,0,3.57394313394989e-05,0.000953652228449229,0,0,5.49078973413433e-05,1.18360931072287e-17,6.22733452909828e-18,3.23347528009665e-18,1.54895866062525,1.12873768920923,0.00566783010019034,0.00842296180403056
8.05477279112654e-06,0.00741666461573644,0,9.57360237618687e-05,0.207474033276225,0,0.258115913732882,0.170179467869607,1.2165985007896,0.0544615085666829,7.4888244551689e-08,0.0117979812628417,0.0127289659222483,1.43472316213414,0.14421184126851,0,0,0.00720870412696281,0.00749513594189932,0.000866974262905611,1.03611932453517e-05,0,0,0,0,0,0,9.81886462221374e-19,1.57893500340265,1.38677796865921,0,0
0,0,0,0.000300382836489551,0.192574836813106,0.01265945748149,0.299230276748365,0.262866470870041,1.33036482064277,0.0802682883672014,1.19387542954612e-08,0.00709417361769758,0,1.68689699424927,0.135100874964639,0.00111769310490454,0.0214440685996355,0,0.00389865117676166,0.0180032646824793,0.0112760154483345,0,0,0.000374614454630144,0.00053208742875073,4.49196859586247e-19,0,0,1.8219978692139,1.59323129151281,0.0137771505863946,0.0214440685996355
0.00242076728629213,0,0.00350254685664126,0.000120960803808958,0.319742440054403,0.00366142722400434,0.20817202138941,0.110344792961299,1.32318258454496,0.0215369403506075,6.35971720013963e-07,0.0166404551514925,0.000148727762652095,1.51553902873969,0.156383585992779,0.0024427392359996,0.00511335103111215,0,0.00650843209815783,0.0010439521336762,1.65913054856338e-06,0,0,0,0,0,2.75453231944014e-18,0,1.67192261473246,1.43352737750626,0.00610416646000394,0.00861589788775341
0.0100972574883802,0.00744277477985936,0,0.000548111995960085,0.219630707408826,0.0022956611710371,0.234615859169612,0.0886371762474656,1.20637402494678,0.0392350253160382,5.44610614354861e-07,0.0121085860173063,0.00719467704200215,1.43125005928434,0.112797599538322,0.00114270532219921,0,0,4.636717749887e-05,0.000122252007763463,5.72486146682492e-06,0.000982368845545292,0,0,0.000151878736768011,2.40637186647531e-18,1.48492888496671e-18,3.80781808851202e-18,1.54404765882267,1.29501120119425,0.00343836649323631,0
0,0.00517058154595777,0,0.000300952923018659,0.263184110439968,0.00260646657849123,0.189135031738867,0.0622919537750817,1.36036478132205,0.0509476429861277,0.0202276197418431,0.0136002494135526,0.0139109393374914,1.58615042959926,0.233373604908943,0.00146407665496186,0,0.00215742893702141,0.000508356507960155,0.00161556074672811,7.84859345217065e-06,0,0,0.000312523943213712,0.000301283061510213,0,0,2.89532423448796e-19,1.8195240345082,1.42265673509713,0.00407054323345308,0
0.00041087911067099,0,0,0.000238238595790375,0.197951341426972,0.0245068982125825,0.232676809608985,0.0890647059442324,1.22727461652687,0.0465730871828816,4.22721258092973e-07,0.0109080746423286,0.0101063921270027,1.4320932754872,0.147809084612569,0.00157125979018888,0,0,0.0057301123392852,6.39167750303164e-06,4.27041107383192e-05,0,0,0,0,0,0,3.25887127551672e-18,1.57990236009977,1.3163393224711,0.0260781580027714,0
3.72067029565443e-05,0.000179456254862107,0.0017369597867799,0.00992490177585175,0.192473644402591,0.0167149788450682,0.207810503838153,0.123218684035439,1.1370537784915,0.0434142857307283,1.12290677804744e-07,0.00971227791225218,0.000501093795142548,1.3698470877755,0.136585124426881,0.0036421998101677,0,0,0.000381000384138724,3.78842800068599e-05,0.0139848500649908,0,0,0,0,1.51863217376687e-18,0,0,1.50643221220238,1.26027246252694,0.0203571786552359,0.0017369597867799
0,0,0.0033866772355531,0.000133188131027807,0.197932637404749,0.00498319485256883,0.174977175512076,0.0610740282518042,1.03546446131135,0.0385139823513178,2.19064199237041e-07,0.00885108750265551,0.0103408167324443,1.19296558979016,0.120560759644208,0.0037860034035527,0,0,0.00669514044041695,0.000369076711098244,3.22094941106021e-05,0,0,0,0,6.86406971926486e-19,2.82629627882853e-19,1.3035384632979e-18,1.31352634943437,1.09653848956315,0.00876919825612153,0.0033866772355531
0,0.00282147448172433,0,0.00018002803714844,0.267953205287498,0.0251689587220089,0.188476532128368,0.120648424804073,1.30960632845867,0.0340833942947804,2.10353567007287e-07,0.0114517373447981,0,1.61895914246901,0.179323705243982,0.0162739832309281,0,0,9.4023600466161e-05,0,0.00536529737184948,0,0,0,0,0,0,0,1.79828284771299,1.43025475326275,0.041442941952937,0
0.000775560676508713,0.00141949186065594,0,0.000474759677305802,0.25297413317423,0.0454070671030731,0.194577097004206,0.0328744368152942,1.08845837169265,0.0403829928256232,7.42517830638958e-07,0.0169593667890792,0.00668549258433148,1.50527927966264,0.19513258509631,0.00189850002541406,0.0185758078514692,0,0.0219207586238731,0.0114972249841362,0.0145016276044979,0,0,0.00683845585212936,0.00203319275155462,2.71411512117043e-18,0,1.27485969721834e-18,1.70041186475895,1.12133280850795,0.0473055671284872,0.0185758078514692
5.07615342547977e-08,0.00432312794704416,0,0.000167252219203514,0.222004455523012,0.0036288745864801,0.191914610663722,0.10843591991994,0.984075511579961,0.0743560602738242,2.2543627646113e-07,0.0157840063040926,0.00927546054930746,1.13207658721246,0.131115908738585,0.0029662608616912,0,0,0.00567230680099356,0,1.84258570555781e-05,0,0,0,0,0,1.14940176437206e-18,1.47562856242522e-18,1.26319249595104,1.0925114314999,0.0065951354481713,0
