Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,tNAA,Glx,tCho,tCr,GABAplus
0,0,0,0.00292506912208995,0.169059807373714,0,0.33120258352625,0.574573735295272,0.85573812523485,3.46582556251733e-06,0.0528811031134603,0.0257010273381541,0.018241163484512,0.124668646183476,0,0,0.0645533173626185,2.94938081476915e-05,0.0143213801068077,6.02407587694132e-07,0,0,0,0,0,4.93632961857128e-19,0,0.142909809667988,1.43031186053012,0,0,0.169059807373714
0,0,0.0020375622824287,0.0612495521975656,0.182351208662896,0,0.523865103448797,0.319273670988497,0.77741798693534,2.85898075698507e-06,0.0590380893038754,0.154803897628202,0.0556537365686498,0.0547916734012108,0,0.000765711298152468,0.0383108340784907,0.00287216759530918,0,0.000256157223047787,0,0,0,0,1.17194672744963e-17,0,5.23829199166725e-18,0.110445409969861,1.09669165792384,0,0.00280327358058117,0.182351208662896
0,0,0.000290608537120716,0.000138259565173755,0.150844626930807,0,0.315995307890557,0.448033917642667,0.601156054334409,1.74462449560942e-06,0.0384787589796021,0,0.0464227700084367,0.144949671608472,0,0,0.0205934528933609,0.00111900794152665,0,1.02938271198405e-06,0,0,0,0,0,4.83133854925033e-18,6.9774399874751e-18,0.191372441616908,1.04918997197708,0,0.000290608537120716,0.150844626930807
0,0,0.00548828299464576,0,0.158936621493778,0,0.0312756018913486,0.641485335361839,0.855330746934101,1.01215164171086e-06,0.114202910354782,0.231006818870515,0.0164928735724592,0,0,0.000509147968711524,0,0.00214610578363711,0,3.98674242570764e-06,0,0,0,0,9.7902178548283e-18,0,0,0.0164928735724592,1.49681608229594,0,0.00599743096335729,0.158936621493778
0,0,0,0.000726780515823572,0.181825599727764,0,0.501524126715444,0.549940796933704,0.875624275961054,1.07905968076005e-06,0.0513829219028791,0,0.0302715862263305,0.195708752780985,0,0,0,0.00214348596591166,0,0.000140997402070231,0,0,0,0,0,2.78977713451286e-17,0,0.225980339007316,1.42556507289476,0,0,0.181825599727764
0,0,3.27740900444968e-08,0.00147225038166632,0.192651966670636,0,0.130051935788314,0.741778856732637,0.769148825782775,0.00870381406517754,0.119129067695767,0.299107917907134,0.0500099464123346,0.310896102842774,0.00368154718053607,0.011776236107686,0.0284224247876389,0.00486435502328087,0.0373910402483995,0.0014863249218086,0,0,0.00111334954432683,0,0,2.16147860523152e-19,6.74219394714206e-18,0.360906049255109,1.51092768251541,0.00368154718053607,0.011776268881776,0.192651966670636
0,0.0290510841303789,0,0.000457738315631509,0.159612385252281,0,0.286595872325309,0.754892980018466,0.634690948396423,2.4874836410489e-06,0.137800493991549,0,0,0.0438286164904003,0,0,0,0,0.0309182701003363,0.00935070139951283,0,0,0,0,8.014800683693e-19,0,0,0.0438286164904003,1.38958392841489,0,0,0.159612385252281
0.0135716852618625,0.0324904492357895,0,0,0.204726812456069,0,0,0.670902576348197,1.41743780283208,0,0.121082313534931,0.197105931017073,0.000185503628989301,0,0.00616941980457779,0,0,0.00745734682294295,0.0431231601174928,4.10028365654861e-05,0,0,0,0,0,1.25326279557526e-18,0,0.000185503628989301,2.08834037918027,0.00616941980457779,0,0.204726812456069
0,0.0348856253139495,0.00104512384847266,0,0.159053808014214,0,0.328123755175819,0.81294983662579,0.586596266925942,0,0.0343810569653159,0.156869157008891,0.00134911123320872,0,0,0,0,0.000844306560733115,0.00239248806553822,0.000248452886406966,0,0.0101924314414061,0,0,2.34672623996471e-18,3.03883962922912e-18,2.63419297712173e-18,0.00134911123320872,1.39954610355173,0,0.00104512384847266,0.159053808014214
0,0.0610499171538857,0,0,0.141738324260769,0,0.27266090883211,0.656585193387007,0.417749479069947,0,0.160977482599321,0.109479200073165,0.00189817220762981,0.0113525754863072,0,0,0,0.00889628701310625,0.0970566633839496,9.81962020956533e-06,0,0,0,0,8.91764108857374e-20,6.39286328670859e-19,0,0.013250747693937,1.07433467245695,0,0,0.141738324260769
