Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,MM3co,tNAA,Glx,tCho,tCr,GABAplus
0,0.00506710979149073,6.67144388268305e-05,0.000413651790061492,0.109764984192088,0.00150922005454869,0.222996725837093,0.0700302967955105,1.26899619925902,2.49411021495988e-07,0.0053998789622766,0.0220201077941318,1.44457085455386,0.120626090279917,0.000673446516691793,6.8948536756834e-05,0.00252608487535712,0,0.00182080080666781,9.62135865913782e-05,0,0,0.00164113996094251,0,2.39893195751017e-18,0,0,0.210753130358782,1.56519694483378,1.33902649605453,0.00218266657124048,0.000135662975583664,0.32051811455087
0,0.027198806859757,0.000447981073587695,0.000276876297743924,0.106673992058199,0.00326264245541525,0.28995904430092,0.102702956165178,1.46994065208845,2.40515510558198e-08,0.00386207143937376,0.00987458624931453,1.69082230047592,0.0757989548671565,0.00212601601840343,0.000374811452053144,0.00364538024080167,1.52330923815701e-05,0,0.000828076846165964,0,2.4314669497974e-05,1.55836578448768e-05,8.19871424778792e-06,2.11983751389594e-18,0,0,0.247085276291834,1.76662125534308,1.57264360825363,0.00538865847381867,0.00082279252564084,0.353759268350033
0,0.00402920123916446,0.000243318465966735,0.000207884322817904,0.139625548191978,0.000944840534130325,0.163623992450253,0.0202688723226996,1.14920533153956,1.57669525929811e-07,0.00383473086141424,0,1.41246921942096,0.148044198751035,0,0.000134649021025282,0.00280054062688036,4.68938764745123e-06,0.000409509757850872,0.01029741123968,0,0,0,0,0,0,3.03626826773758e-19,0.165228255731329,1.560513418172,1.16947420386226,0.000944840534130325,0.000377967486992017,0.304853803923307
0.00034586164434223,0.0104700817263322,0.000203028025162697,9.75890506330762e-05,0.15969755183673,0.000749141051593188,0.243259859780361,0.101985764225292,1.25189370969401,7.99251168438599e-08,0.0137878737978299,0.0097664425381946,1.4462312952817,0.154095007493262,0,9.1623525099461e-05,0.00142914195920704,0.00208404581584562,0.00370943302959433,2.9541514489335e-05,0.00137476665198512,0,0,0.0011231207535665,2.72811987314956e-19,5.66456118801287e-19,2.65673822718351e-19,0.193178866843081,1.60032630277496,1.3538794739193,0.000749141051593188,0.000294651550262158,0.352876418679811
0,0.00189001107301858,0.0129548675979912,0.000254860048625753,0.146876470709847,0.00102487055099471,0.276707073129681,0.198889842539873,1.42244155648244,0,0.00426862814419854,0,1.74383094089382,0.110697698380016,0,0.000194573057960542,0.00193719387678487,4.88243797360917e-05,0.0368351939942614,0.000206559791973541,0,0,0.00568419161804017,0.000379739295101933,6.34464208756374e-20,1.41336158454751e-18,0,0.258603131381478,1.85452863927384,1.62133139902232,0.00102487055099471,0.0131494406559518,0.405479602091325
8.00504597163632e-05,0.000216842477649834,4.82034262481671e-05,0.000192081847572933,0.23505683913527,0.0017776571752274,0.213621777784186,0.136177458081844,1.3361091944087,0.013973788277446,0.0126826744708326,0.000582580544935822,1.56982349610547,0.16739316337149,0.000665875900664678,0.0119047853902019,0.001782474372106,0.00565593032187585,0.0025544208518651,3.9823979115942e-06,0.000128507379715269,0,0,0,0,6.34316310655182e-19,1.0032778434206e-18,0.223588473968591,1.73721665947696,1.47228665249055,0.00244353307589208,0.01195298881645,0.458645313103861
2.30244866351842e-05,0.00225097502805455,0,0.000445316971854228,0.112357183927712,0.000977223324408006,0.226242350488949,0.0690345492302298,1.22022073943736,5.82044654248645e-07,0.00797537687824768,0.000423433562109601,1.52337070433077,0.0605496232961681,0.00412056743169818,0,0.00133325263283926,9.87407235641745e-09,0.00204012367830409,0.0302957115449912,0,0.0113303045082151,0,0,5.98668175400476e-18,8.71712128430293e-18,3.44462499354384e-18,0.193722468188502,1.58392032762694,1.28925528866759,0.00509779075610619,0,0.306079652116213
0,0.0286209655404509,3.15849343866353e-06,0.0108452961306531,0.215295478891908,0.000469438203843854,0.211632135952362,0.0448373585729527,1.45333251198906,1.01909307069029e-06,0.0107568617954582,0.00686962811953488,1.63109606254565,0.230275974402458,0,0,0.00302484261751212,0.000404255120526275,0.00438829171066995,3.58299909924741e-05,0,0,0,0,4.51942650828439e-18,1.44391705781926e-18,0,0.178101981614582,1.86137203694811,1.49816987056201,0.000469438203843854,3.15849343866353e-06,0.39339746050649
3.9795328734943e-06,0,0,0.000257588846453503,0.17698564653043,0.000655566502640142,0.24751664631269,0.0760838936457104,1.29557542348525,2.59871937118667e-07,0.00506855936003317,0.00832052223287212,1.48860170841254,0.145814825477153,0.002382914897336,3.92117925444739e-05,0.0010912931577972,0.0158721528089539,0.00170951120005391,4.15767800293519e-05,0.00270773439432028,0,0,0,0,0,0,0.177744609641228,1.6344165338897,1.37165931713096,0.00303848139997614,3.92117925444739e-05,0.354730256171657
0.000270276264464688,0.00285057669239852,4.33619626286779e-05,8.38512754696456e-05,0.153200383794783,0.0017764863971519,0.199957908682817,0.071217476630294,1.13891149506795,7.16699159155885e-08,0.0148546693881395,0.00180162337080757,1.39694690769384,0.140545899984925,0.00127256663301361,7.37697996434952e-05,0.000816996310375128,0.000287598888645619,0.0026620617730227,8.88699457924786e-06,0,0,0,0.00349752404556868,0,9.76966573162749e-19,0,0.187032345397892,1.53749280767876,1.21012897169825,0.00304905303016551,0.000117131762272173,0.340232729192675
0,0.000306616900570733,0.000193909707938645,0.000163111486228967,0.16410878191579,0.00248586608408515,0.203641716674974,0.0716951066928067,1.15595280638856,1.19731733423351e-07,0.00606632620704552,0.00648077952236961,1.28384707565278,0.131713566583451,0.00123123293724615,0.00012503319504167,0.00176723016792029,8.08927964859338e-05,0.00318245663542765,1.45850496295089e-05,0,0,0,0,7.77906954523981e-19,0,0,0.219853080994138,1.41556064223623,1.22764791308136,0.00371709902133131,0.000318942902980315,0.383961862909928
0.032056035343776,0.00675837900538132,0.000258680896160514,0.000190035219311763,0.171859672847534,0.00225481571247918,0.182704460812941,0.0511500286411271,1.3051305110173,2.33198055994168e-07,0.00922242756781996,0,1.59258958718215,0.195858814079166,0.0011986822136749,0,0.0206508288563427,4.16157671174876e-05,0.00269637109989812,4.25925524308424e-05,0,0,0,0,0,0,0,0.210320443384768,1.78844840126131,1.35628053965842,0.00345349792615408,0.000258680896160514,0.382180116232302
