Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,tNAA,Glx,tCho,tCr,GABAplus
0,0.0132651979672231,5.29942588645539e-05,0.00048158348656839,0.156097978482248,0.00126694057397347,0.176982227033271,0.172792247991029,1.33150589741672,4.29643522286381e-09,0.00393932769519011,0.00699709772955394,1.52815626430397,0.213307223243572,0.000741013586981518,9.38193450679403e-05,0.0243549537821846,0.000105889153201854,0.00346191896053904,0.301857935842723,0,0,0,0,0,0,2.40708465125216e-18,1.74146348754754,1.50429814540774,0.00200795416095499,0.000146813603932494,0.457955914324971
0,0.0112260465367421,0.00036385925978787,0.059060699157059,0.229244336169548,0.00290620873715989,0.207814888256585,0.0557111016267586,1.58403003683979,3.7842497920911e-12,0.0249493963321683,0,1.75571650575869,0.145988479989099,0.00180218632660467,0.000354768878031382,0.00615389140968582,0.000241275480227348,0.00250176851325553,0.324497009989147,0.0194233166517688,0,0,0.014529428754619,2.53209188718862e-19,0,6.26897028278538e-18,1.90170498574779,1.63974113846654,0.00470839506376456,0.000718628137819252,0.553741346158695
0.000226896208190915,0.00536535384031404,7.24023773163195e-05,0.000159412984175195,0.218363053406935,0.00224788508184984,0.133641861247334,0.189460467698446,1.27953675025817,0.00527890092605565,0.00193668083133191,0.0471688704195669,1.49632243847409,0.188404278609346,0.00157365106098224,2.70999805481897e-05,0.0120427960775749,0.000193305481463427,0.00247436059434731,0.196126783830859,0.00917354141898582,0,0,0,0,4.95401084781618e-18,0,1.68472671708344,1.46899721795661,0.00382153614283208,9.95023578645092e-05,0.414489837237794
0.0204830547754683,0.00850506476347541,0.000139965534396147,9.4025196778108e-05,0.17104015921948,0.0015770973047056,0.240421209490212,0.2926877636061,1.37152734004368,7.2794857586169e-08,0.00485840755815476,0.0205487991062956,1.51610934416351,0.135346555104973,0.00703923893726137,9.2152057641677e-05,0.00182819086411265,0.000191904384985304,0.0020596616820912,0.23766985686405,0,0,0,0,1.2755410950978e-18,0,3.26363751839316e-18,1.65145589926848,1.66421510364978,0.00861633624196697,0.000232117592037824,0.40871001608353
0,0.00452524183732006,2.21341372874138e-05,0.000378027301857298,0.239341746433019,0.00106819281955828,0.169134366599022,0.252769328080126,1.33456347481573,2.70468772046773e-08,0.00443493358187641,0,1.77264225317648,0.175640418375018,0.000269675999734284,0.0594328386519596,0.00319968615999879,0.000252556055544029,0.00314896212028327,0.325460731756096,0,0,0,0,9.26807532845113e-18,0,1.34740964175494e-17,1.9482826715515,1.58733280289586,0.00133786881929256,0.059454972789247,0.564802478189115
0.00310993115589273,0.00178233205467005,0.000323685780155096,7.73945884967454e-05,0.19804248848608,0.00105622059169336,0.334878115249426,0.440321571648391,1.77525283634803,0.113938299199519,0.00822613263204722,0.0896931398970239,1.72499295453768,0.125767236392934,0.000184020425820921,0.000148549561259127,0.00358186473864327,0.000480722810924801,0.00677817903777844,0.291152592506589,0.0988923336411637,0,0,0,0,8.09130996654626e-18,0,1.85076019093061,2.21557440799642,0.00124024101751428,0.000472235341414223,0.489195080992668
0.00234687258253272,0.00400219850075871,0,0.000301291294219931,0.148648594069996,0.0541543171542181,0.30390027169681,0.295951649956867,1.4999564502014,0.0659741713620225,0.00557972163614628,0.0466213666518083,1.52614703531447,0.062734394930471,0.0772274304332794,0,0.00243041237726777,0.000150604066163732,0.00512946638713666,0.221827717314043,0,0,0,0,1.33135235573252e-17,0,1.82709766294863e-17,1.58888143024494,1.79590810015826,0.131381747587497,0,0.370476311384038
0.000138932434577553,0.00660740757873354,0.000282926147017302,4.74382494991573e-05,0.230552175252928,0.00553411465752713,0.23801720258203,0.349402483625626,1.82738545233187,4.88992868023788e-07,0.00328437579634306,0.0753374277710094,1.78830302941489,0.1376998494358,0.00419460545541442,0.000206737952095838,0.00345823435469702,0.000238201276457962,0.00204006724445675,0.296665008704599,0,0,0,0,1.27719693374855e-17,1.80492875567724e-17,0,1.92600287885069,2.17678793595749,0.00972872011294155,0.00048966409911314,0.527217183957527
0.0018139653512202,0.00206301178164301,0.00035136333644467,0,0.180944961270593,0.00300191871803747,0.296429122881556,0.24921639276396,1.68402578410695,1.04790252813555e-07,0,0.0569403000172637,1.65968917840593,0.0874391567181946,0.00204558628325297,0.000268340946601476,0.00529825905239496,0.115426595160869,0.00481152641696121,0.251688119651826,0,0,0,0,0,0,0,1.74712833512412,1.93324217687091,0.00504750500129044,0.000619704283046146,0.432633080922418
0.096828589472123,0.00580968075776256,0.000353847026448067,0.036913470130771,0.150379822374426,0.00240583636159357,0.268136104995279,0.246428424710521,1.50234628287699,0.0501797538842863,0.00298793274021542,0.0650560818045632,1.4980407884222,0.0847074179561693,0.053245081347359,0.000277590458302211,0.0419370984579312,0.018013966358957,0.00634740890543843,0.280341604532749,0,0,0.0152722463728508,0,0,0,0,1.58274820637837,1.74877470758751,0.0556509177089526,0.000631437484750278,0.430721426907175
0.00565315525137411,0.00447636833833044,0.000319119502667617,0.00799671994503394,0.215989091108971,0.00378107840619827,0.226580708941029,0.294989618943814,1.3843604423173,7.52055872387125e-08,0.00306085674299145,0.121339463605232,1.37144907760917,0.0794868839447275,0.00286582458462066,0.0151021758891592,0.00120347742406825,0.00017733170882944,0.00336631670122389,0.248074291555954,0.0378149659274176,0,0,0.0115458658326882,0,0,4.14405964187057e-18,1.4509359615539,1.67935006126111,0.00664690299081893,0.0154212953918268,0.464063382664925
5.76482548128084e-05,0.00367361049764157,0.133078744559331,4.94121797893501e-05,0.164555518159627,0.00411358804559872,0.273959430803827,0.375559775857009,1.62522486866109,4.49988558244478e-07,0.00397863530928522,0.186057231248827,1.90396818589308,0.0842865951618808,0.00333402214215581,0.000179568475025432,0.00137692933736441,6.42080866748103e-05,0.000799158641774521,0.257965367672525,0,0,0,0,3.16205409530066e-18,0,7.57754272440868e-18,1.98825478105496,2.0007846445181,0.00744761018775453,0.133258313034356,0.422520885832152
0.0019142859747689,0.00296047660369756,0.000337225922278293,0.102762065092776,0.188798587190589,0.00416463212408267,0.335157338017005,0.447402629378831,1.53744314079723,2.84849873297352e-07,0.045143379481833,0.284998927245538,1.73108602000707,0.0363027491533475,0.00321598127204246,0.000237597844258352,0.00357801384166235,0.112312363645028,0.0090318148264329,0.31470952804163,0,0.0160221846833431,0.000119757454516556,0,0,0,2.82314987357715e-17,1.76738876916042,1.98484577017606,0.00738061339612514,0.000574823766536645,0.503508115232219
7.20904938825764e-05,0.00188223545991001,1.12283798641035e-05,0.000115139143915085,0.162949428440184,0.00270453828165886,0.212264058817689,0.345679732997785,1.23651096927295,7.93165838054917e-08,0.00266426436814759,0.158722216580852,1.31837081837525,0.0925743934872789,0.00219746492136035,0,0.0023818890563106,0.000118980270655068,0.00159825131130988,0.224877464963916,0,0,0.00519607123091728,0.0458876223595993,3.89253762782542e-17,1.64147364390594e-18,3.83769531755462e-17,1.41094521186253,1.58219070227073,0.00490200320301921,1.12283798641035e-05,0.3878268934041
0,0.00249574699668265,2.80215083225065e-05,0.000338124417184086,0.191332971157541,0.00271203929657987,0.203092011361712,0.284813726217384,1.17627771284981,1.61494020939942e-07,0.0033911315220571,0.0837625039349937,1.52030174315902,0.125848007162194,0.016456452804071,3.85236126584382e-07,0.00294136199257438,0.0212561068863612,0.00254886914728261,0.209273254529495,0,0,0,0,9.86170147387037e-18,0,1.02616509271541e-17,1.64614975032121,1.46109143906719,0.0191684921006509,2.84067444490909e-05,0.400606225687036
0,0.00508679459285387,0.0321526514221296,0.000320424784260825,0.19910332891603,0.00297842966390129,0.220978206109173,0.290111924720103,1.2845240047201,4.00620071651152e-11,0.0266504699473729,0,1.52705132875216,0.158571461339313,0.00254878944548905,7.74502469796902e-05,0.00358709697900098,7.447028542201e-05,0.00140052044132488,0.232652030248032,0,0,0.000954418227728318,0,0,5.72710299657773e-18,0,1.68562279009147,1.5746359294402,0.00552721910939035,0.0322301016691093,0.431755359164062
0,0.0029513328764038,2.60705129251727e-05,0.0370459899878594,0.193618682124356,0.00322281636278767,0.191979959869761,0.315031296476045,1.27666474434068,0.00488641461214722,0.0142349320812206,0.0322622767392869,1.5293729440736,0.214238148906817,0.0111806869309774,1.99566516094001e-05,0.00344358472183199,0.000123585934979131,0.00203034946915557,0.24251199329686,0.0495245038651378,0,0.00722249555913174,0,3.42365093450375e-19,3.84647333971753e-18,1.18980832021937e-18,1.74361109298042,1.59169604081672,0.0144035032937651,4.60271645345728e-05,0.436130675421215
0,0.0151486553377233,0.000125121902167291,0.000165379648142514,0.217335618135273,0.0214246612547423,0.185095893518004,0.185293799808951,1.30937900844039,2.06765050180905e-08,0.00199970373944251,0.0127966402926358,1.60344795500633,0.204418428089153,0.00160686217489332,0.0102363476989949,0.00392880571720996,0.000224842516991343,0.00268094311937937,0.264956009334888,0,0,0,0,0,0,0,1.80786638309549,1.49467280824934,0.0230315234296357,0.0103614696011622,0.482291627470162
0,0.00505798571111395,6.6505153297049e-05,0.000237996249033768,0.174296068465046,0.00243089580727032,0.213939787870156,0.218054862592947,1.18398049476294,3.52178670343141e-09,0.00300514280889176,0.00481492401575727,1.54950453701976,0.207294025811956,0.0017610854050407,4.96271391990088e-05,0.00354106865067404,0.000104842383800407,0.028048852506892,0.215496635339027,0,0,0,0.00646183689835276,3.17079095770987e-18,0,0,1.75679856283172,1.40203535735589,0.00419198121231102,0.000116132292496058,0.389792703804073
0.000107263313603535,0.0211581655243009,1.78546575615718e-06,0.000373646164438176,0.185969874679912,0.0013200208698817,0.19295130591014,0.135064143779902,1.22345421924168,4.75142734820719e-11,0.00401963993618479,0,1.48922948427317,0.196006027905888,0.0101706350308437,1.20880602888778e-05,0.00314424790225186,0.00729156138627456,0.00478086141015845,0.173730170078732,0,0,0,0,0,1.40436803252617e-18,1.30372879253507e-18,1.68523551217905,1.35851836302159,0.0114906559007254,1.3873526045035e-05,0.359700044758644
0.00791349912515751,0.0392219765169623,0.0142044165292,0.0282149107112986,0.196442278743182,0.0149560260025663,0.179002680985569,0.276086480520939,1.17313189057318,2.75404087436817e-08,0.0130867143295906,0.0437154554747192,1.53328857414361,0.171617126357408,0.000914373657356505,0.000321282365766608,0.00429241176487481,0.000257478771382661,0.00251433362172333,0.211806117046946,0,0.0215720579973,0.0168284186465625,0,0,0,7.56569226033893e-18,1.70490570050102,1.44921837109412,0.0158703996599228,0.0145256988949666,0.408248395790129
0.0227777412994779,0.0162308226158641,0.000272163723955711,0,0.141885544334346,0.0416357707563454,0.127613361079597,0.0907108312742639,1.16163253850895,2.23991801212089e-08,0.00424067363042835,0.0159490536877718,1.36245682470196,0.284703673278529,0,0.000356795142902542,0.00263759074802411,0.000209987957935835,0.00281676845210496,0.250894414028336,0.00903783111364795,0,0,0.0814855798276516,0,1.11176342753811e-18,0,1.64716049798049,1.25234336978321,0.0416357707563454,0.000628958866858253,0.392779958362683
0,0.0156700732239331,0,0.000212899923612806,0.14991900158631,0.0100486364082428,0.224872201061336,0.276368379002491,1.19876674795852,1.78229117322468e-08,0.00335247801637628,0.039496676189042,1.3461311675705,0.122635121783662,0.00171559987294795,2.72733303520824e-05,0.00286657829066017,0.000149514520852919,0.00248415154824614,0.184176383032025,0,0,0,0,1.91563958033946e-18,0,0,1.46876628935416,1.47513512696101,0.0117642362811907,2.72733303520824e-05,0.334095384618335
0.0103139505013738,0.00795084821276549,1.76174138587445e-05,0.000420543762397783,0.174095160777459,0.00111424821142231,0.19137878711298,0.191843617682074,1.15669994806535,2.94446471586279e-09,0.00689283697964513,0.0927875985297275,1.22695911630077,0.231801735950275,0.000713038457691758,1.13921865643721e-05,0.00245882043541858,0.0236893851826705,0.0121109444779966,0.200526709617117,0,0,0,0,0,9.0808325987669e-17,4.47545114200086e-17,1.45876085225104,1.34854356574743,0.00182728666911406,2.90096004231167e-05,0.374621870394576
