Asc,Asp,Cr,CrCH2,GABA,GPC,GSH,Gln,Glu,H2O,Ins,Lac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,MM09,MM12,MM14,MM17,MM20,Lip09,Lip13,Lip20,MM3co,tNAA,Glx,tCho,tCr,GABAplus
0,0.00752269822163471,7.67229530008133e-05,0.000232931691342599,0.0842881881843414,0.000945249183438335,0.270055178450503,0.110806116532851,1.38424576100873,0.0255105549710685,0.00740130056151149,0,1.55401733837222,0.15249416113999,0.000282408721658143,5.18115476354721e-05,0.0306901217726897,0,0.0159500140732304,0.318063154330376,0,0,0,0,6.41662322601534e-18,2.55033208666169e-18,7.21885101100688e-18,0.301523498462612,1.70651149951221,1.49505187754158,0.00122765790509648,0.000128534500636285,0.385811686646953
0,0.00418150393680952,0.0251452132642773,1.47966982483371e-05,0.0630545197973261,0.00961235747387759,0.31479671622127,0.205569862497889,1.34301547730082,3.85607067102577e-10,0.00580533488574143,0,1.77738248600381,0.0811395931347309,0.00194394733765631,0.000206163347200864,0.000485863992391131,1.12975055611352e-06,0,0.304848511232064,0,0,0,0,0,3.1433203457168e-18,0,0.30837412254699,1.85852207913854,1.54858533979871,0.0115563048115339,0.0253513766114782,0.371428642344316
2.61517550040552e-07,0.00595831109134193,0.000394025695484372,0,0.0864524892679751,0.002286518742656,0.184626490466209,0.160364676946199,1.13169860735724,1.41618235703337e-08,0.0231234255599602,0.0511515343973683,1.48504693289158,0.15022230502178,0.00171552146096251,0.000111316309467754,0.0106742745928578,0,0,0.244557172862665,0.00826390127538673,0,0.0113203391751072,0.0117947388761901,0,0,1.47161515033481e-17,0.241519048122257,1.63526923791336,1.29206328430344,0.0040020402036185,0.000505342004952126,0.327971537390232
3.05669271802124e-07,0.0105950561953008,0.000227118224709822,0,0.108843482189314,0.000960805185415999,0.277060358126719,0.249824783457083,1.32699227876825,0.0142456676355459,0.0157200158646923,0,1.50343758206648,0.110506564770072,0.00057507060357059,5.54958784759121e-05,0,3.38291898582391e-09,3.39843474073629e-07,0.279422349103259,0,0,0,0,0,0,7.36659552009082e-19,0.245527086900501,1.61394414683655,1.57681706222534,0.00153587578898659,0.000282614103185734,0.354370569089815
0,0.000495830503272709,0.0118125596710958,0.000103307164728192,0.118262456350601,0.000782360627374172,0.323067408527329,0.296036486970751,1.36672580284408,1.83795493371467e-09,0.00581256300874287,0,1.83047440741527,0.121530207748275,0.0251443478864391,4.14808017963286e-05,4.78343796319682e-05,2.5037759885951e-06,3.25327645171623e-05,0.268783889020117,0,0,0,0,0,8.24749823970801e-19,0,0.300059034809402,1.95200461516354,1.66276228981483,0.0259267085138133,0.0118540404728922,0.418321491160002
0.0022504388447879,0.0061500659639923,0.00847663007870176,0.000160296580673104,0.260040309957229,0.000128225288525872,0.243667452682306,0.328236947144662,1.77381132847846,0.0482985008573605,0.00573138369293427,0.00132450554836355,1.6016796458204,0.180725468400301,0.000397547696567743,0.0354686244805639,0.000706745967842101,5.19079173949169e-05,0.00173137356228692,0.299132794583051,0,0,0,0,0,1.65902295617363e-18,0,0.135386079846803,1.7824051142207,2.10204827562312,0.000525772985093615,0.0439452545592657,0.395426389804032
0.000951773064950147,0.00795768581769019,0,0.000355633622701174,0.140014067777057,0,0.269653203363726,0.212149749492962,1.5929373900686,0,0.00540607429194503,0.00879309661628998,1.57750115142046,0.0883190583352749,0,0,0.000751403872292363,0,0.0013060021893176,0.309733088607186,0,0,0,0,0,3.07968786013869e-18,1.59513786670448e-17,0.202632123212682,1.66582020975573,1.80508713956157,0,0,0.342646190989739
0.0144736459199355,0.0606856750810836,3.43152898440849e-05,3.09042920593781e-05,0.358013298078275,0.00290895816323306,0.226166391469602,0.325835456128658,2.07982347584235,3.00092372985567e-09,0.00286102039748168,0.0650072167501775,1.70163942544707,0.236283798821147,0.00272382655871146,0,0.000496073856872595,0,0.000317298221222235,0.25947931104918,0,0,0.0103732203751543,0,0,1.13983997803587e-17,2.54489890732005e-17,0.117380726937762,1.93792322426821,2.405658931971,0.00563278472194452,3.43152898440849e-05,0.475394025016038
0.00174758627305242,0.00634224580806339,6.56496908119625e-05,0,0.268978696991192,0.00133246697359163,0.268016070074363,0.322833229040444,1.6970215752021,0.00938922591160707,9.96311777324973e-05,0.0110035769426072,1.54213632292459,0.180868034422106,0.0485561495629191,0.0123596983504485,4.95740995965756e-05,0,0.000113320901185818,0.306704063895466,0.00619975379476568,0.0162475590334205,0,0,2.98164770243943e-17,1.9346432574832e-17,2.00808962933863e-17,0.1604646216808,1.7230043573467,2.01985480424254,0.0498886165365107,0.0124253480412605,0.429443318671993
0.000329747475559673,0.00541370047995553,0.000254204604625859,0,0.0890757979831533,0.0612434627344239,0.220446943004308,0.190973296507194,1.24549956405813,3.80879369350047e-07,0.00330183879607748,0.00686084840940549,1.41126879662802,0.0899281224211327,0.00283693527864808,0.0428627048295039,0.000227115330503974,9.24215231491071e-06,0.00021742598221224,0.305978790638555,0,0,0,0,1.74386397618476e-18,0,0,0.225293712288203,1.50119691904915,1.43647286056532,0.0640803980130719,0.0431169094341297,0.314369510271356
0.000787398525808054,0.00557011549060312,0.000284746592922927,2.02003087766901e-05,0.182620346717173,0.0284374411317958,0.240546595429649,0.245703750624892,1.41756687841161,3.24224209640729e-08,0.00146741060408042,0.0634765054870954,1.2908713099097,0.0993548635225372,0.00229926387027627,0.00250516284481762,0,0,6.9148018875114e-05,0.274991579966085,0,0.00398270897981205,0,0.0119075895276284,1.75121108865226e-18,6.43384459890709e-19,1.86911993149813e-18,0.196074337695516,1.39022617343224,1.66327062903651,0.0307367050020721,0.00278990943774055,0.378694684412689
0,0.00675320057099376,0.000328850125434113,0.0467074303243038,0.0950968223839572,0.00313209619772839,0.208218255520839,0.249819520008928,1.22918269094509,7.3526079491017e-09,0.00696722559713166,0.0325586131866192,1.79583006686818,0.0809041233496195,0.00274320436822044,6.38178415075659e-05,0,0,0,0.343102159865561,0,0,0,0,0,8.47994209002395e-17,0,0.295602673450624,1.8767341902178,1.47900221095402,0.00587530056594883,0.000392667966941679,0.390699495834581
0.00370616041117107,0.0169434582397593,1.79239584536222e-05,7.69330381199788e-05,0.339700460683046,0.00213610191880168,0.235079822289316,0.313103164955592,1.86944971560794,7.93990081374451e-10,0.00191599527248794,0.242975541643816,1.61769413833267,0.172437948569933,0.00267735414969752,0.0223285273220002,7.94231422103863e-08,0.000138736928126844,0.00458542502739263,0.305340072177857,0,0,0,0,0,1.52011666103062e-17,0,0.0911129475612586,1.7901320869026,2.18255288056354,0.0048134560684992,0.0223464512804539,0.430813408244304
0.000401869362696488,0.0073724030210521,2.15403831719741e-05,0,0.197706415872723,0.0022790379584249,0.211966339284388,0.247555793199564,1.30413313674855,6.30379109852993e-08,0.00372763215800961,0.117624239728994,1.30175901809188,0.0990580275614396,0.00212775177376015,0,0.0220099056771504,0,0.000200522348715735,0.289392464374718,0,0,0,0,0,6.82276844230985e-18,9.57508070780395e-19,0.231748015327543,1.40081704565332,1.55168892994811,0.00440678973218505,2.15403831719741e-05,0.429454431200266
0,0.00233004356108172,0.0206828286888637,3.91279660273254e-05,0.07923686034593,0.00238367074790649,0.253870844434671,0.288883716333005,1.05375382133532,1.21902334148592e-10,0.00613641952923698,0.0477996131469831,1.52922951357331,0.0817288659187842,0.00198861946246162,3.97195021498469e-05,8.61775772155288e-06,2.51400689271102e-05,1.73074151766492e-05,0.272855658887576,0,0,0,0,5.6062996543675e-18,2.68972681547393e-18,1.00618486881174e-18,0.275763133162137,1.6109583794921,1.34263753766832,0.00437229021036811,0.0207225481910135,0.354999993508067
0,0.0080643166451406,0.000214977877837598,0,0.0923474077808099,0.00274260946862519,0.285432112121356,0.284058812629499,1.22409972528497,0.0118382129366943,0.0235091468852832,0,1.49478329878947,0.133089090656053,0.0156359268990826,0.000165660794119584,9.49282991442681e-05,0,0,0.270051712424001,0,0,0,0,5.28301852007436e-18,4.93140429060075e-19,3.58235597731482e-18,0.279788639904993,1.62787238944552,1.50815853791447,0.0183785363677078,0.000380638671957182,0.372136047685803
0,0.00439190541906589,0.00511332665711523,0.0126836708055525,0.0877710119606941,0.00303643765575976,0.227456331066423,0.260433859228014,1.11957280558801,3.10804999640949e-11,0.00793853465660989,0,1.42249519288473,0.181471964043688,0.00207573606037316,0.0135622361140335,9.1032320880323e-05,2.16552414847469e-05,3.86066578748844e-05,0.296435816546938,0,0,0,0,0,5.04343261061365e-18,1.87388213317628e-17,0.304370979779798,1.60396715692842,1.38000666481602,0.00511217371613292,0.0186755627711488,0.392141991740493
0,0.0111762784690625,0.000455623112436385,0,0.0905172777155607,0.00256525751828598,0.245542384799219,0.134520714189215,1.2650134878885,0.0035515007398519,0.00479319273543618,0.00765087311356592,1.6344414894048,0.152436204506853,0.00123905757937177,0.00870893295030537,0.032050831429808,1.10987097795672e-05,0,0.267276674359965,0,0,0,0,0,1.02130510419135e-17,5.40563952253785e-18,0.261387922386188,1.78687769391165,1.39953420207772,0.00380431509765774,0.00916455606274175,0.351905200101749
0,0.00531907609824259,0.000245143952815803,0.01024661837392,0.060747167482155,0.00235624803557275,0.24995870055222,0.222581600443544,1.02174240759744,8.35504715596758e-15,0.00557682394625197,0,1.57597381447244,0.150996358296662,0.00169607214591238,0.000150680356146382,0.000153790740834638,0,0,0.264620247617827,0,0,0,0,0,8.10897625903636e-18,0,0.262520477605781,1.7269701727691,1.24432400804099,0.00405232018148513,0.000395824308962184,0.323267645087936
0,0.0044998372280578,9.32361756671685e-05,0.000122683676342827,0.0672145498842847,0.00122760630355231,0.241516147099474,0.22114970489617,1.10160767619909,0,0.00634396066977256,0,1.54059751377118,0.174338644419257,0.000606239610888885,3.45589892602184e-05,0.00025118484213065,6.65031695744329e-05,0.00188282566040639,0.24349759902313,0,0.00568300799499466,0.00167630758067587,0,0,0,1.14922070130213e-18,0.28559458539781,1.71493615819044,1.32275738109526,0.00183384591444119,0.000127795164927387,0.352809135282095
0,0.00284739394674812,0.000110703008168517,0,0.0151029816135646,0.0318119970525412,0.252229674862359,0.28297314896063,0.980157555786749,1.76546899796351e-09,0.00732981539959638,0.0239153005898502,1.64480088857204,0.0859354933987457,0.000726146469126484,5.66066299683325e-05,0.0249528771672037,2.14243393045228e-05,0,0.274316396917105,0,0,0,0,6.66353590430136e-18,2.94759011218208e-18,2.82178065992569e-18,0.291525418820087,1.73073638197079,1.26313070474738,0.0325381435216677,0.00016730963813685,0.306628400433652
0.0501518269699433,0.0118302206406632,0.000396509451483815,0,0.0395385355987976,0.00924095699380312,0.204364701760016,0.143978457612442,0.989979804293369,2.12501635766873e-07,0.00623844070117977,4.39353610097598e-06,1.36515238993219,0.169349554145686,0.0138240843244246,0.00036915553407983,0.000135961435868909,0.00142043187440998,6.47801711732299e-05,0.248277216188617,0,0,0,0.016357118961185,2.07002611278727e-17,0,1.41246239892102e-17,0.289133203843275,1.53450194407787,1.13395826190581,0.0230650413182277,0.000765664985563645,0.328671739442072
0,0.00960331379962913,0.000109724078869984,0,0.113054921265499,0.00205523291276297,0.245538901422219,0.212335651255053,1.20303319454834,1.60515860736674e-08,0.00969078034093803,0.0277090515952528,1.33296491800754,0.108221959405908,0.00109636497582296,2.71317810609258e-05,9.42091252929731e-05,7.51790832243047e-05,0.000319333327434519,0.218035706728977,0,0.00280179239403262,0,0,2.38636343179794e-17,3.02659941930838e-17,7.34527803822573e-17,0.21225903533055,1.44118687741344,1.41536884580339,0.00315159788858593,0.00013685585993091,0.32531395659605
0,0.0092831361500068,3.57237199873882e-05,0.0002701218869305,0.0742721730980353,0.00127966048613111,0.288302215381494,0.18954811874577,1.16658445596472,0,0.0107744056363688,0.0989897542362403,1.26668519534057,0.185765281785025,0.000870108337605725,4.97537445991194e-05,0.000387162482700751,0.000381786072229929,0.00532122547747751,0.279386863371415,0,0,0,0,1.94902973091063e-18,0,2.05182823793875e-18,0.276803451224486,1.45245047712559,1.35613257471049,0.00214976882373683,8.54774645865076e-05,0.351075624322521
6.97618949905806e-05,0.00607056302651078,0.000239876370992656,0,0.0815345949596802,0.00212513524714229,0.226172833850478,0.184847969495801,1.20437206011826,1.91797714485995e-09,0.00616478845303512,0,1.42585815608844,0.0928385620488721,0.00167235197705725,9.52465541346265e-05,4.16350949096676e-05,2.33093513139315e-06,1.88092637445622e-05,0.258599432510179,0,0.00278508522435089,0.00497659149929653,0,1.61510899112323e-18,0,0,0.255141302964859,1.51869671813732,1.38922002961406,0.00379748722419953,0.000335122925127282,0.336675897924539
